season,round,race_name,track_name,projection_variant,lineup_rank,driver_slot,scenario_name,scenario_role,lineup_archetype,scenario_type,scenario_probability,driver_id,driver_name,dk_id,salary,dk_projection,dk_mean_projection,dk_score_p75,dk_score_p90,dk_value_per_1000,dk_starting_position_used,dk_projected_finish_rank,mean_projected_laps_led,mean_projected_fastest_laps,projected_laps_led,projected_fastest_laps,prob_lead_25_plus,prob_lead_50_plus,prob_lead_75_plus,prob_lead_100_plus,prob_lead_150_plus,prob_lead_200_plus,dominator_role,construction_role,lineup_role,punt_role,portfolio_source
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,6,6,split_primary_pair,Split dominators,short_stars_two_values,split_control,0.44,ryan_blaney,Ryan Blaney,43606989,10700,124.75624423200091,88.85401445135568,124.75624423200091,157.77703125,11.659462077757095,1,1,101.5097876535123,41.05903897328356,153,92.23609829333537,1,1,0.5640199552281444,0.5640199552281444,0.5640199552281444,0.12401995522814445,Primary dominator A,Dominator candidate,Dominator,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,7,1,primary_ryan_blaney,Primary dominator A,short_one_premium_midrange,primary_control,0.12401995522814445,alex_bowman,Alex Bowman,43607007,7000,29.60094723132162,30.20214490490484,29.60094723132162,29.654408791027134,4.22870674733166,25,20,1.5203245271105592,4.049030606949336,0.9742238345070655,3.016425050433007,0,0,0,0,0,0,Supporting scorer,Mid-tier place differential,Mid-tier place differential,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,7,2,primary_ryan_blaney,Primary dominator A,short_one_premium_midrange,primary_control,0.12401995522814445,austin_cindric,Austin Cindric,43607005,7200,25.615691709904034,26.684618037155932,25.615691709904034,25.64885284996719,3.5577349597088936,14,17,4.9630176663995575,5.430808045680095,3.180301320847186,4.045814177093855,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,7,3,primary_ryan_blaney,Primary dominator A,short_one_premium_midrange,primary_control,0.12401995522814445,bubba_wallace,Bubba Wallace,43607001,7900,46.577787586283655,49.28884459620284,46.378622107771804,46.577787586283655,5.895922479276412,26,14,22.930376447806804,5.680556631669216,14.693783380663906,4.231870535817061,0,0,0,0,0,0,Supporting scorer,Mid-tier place differential,Mid-tier place differential,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,7,4,primary_ryan_blaney,Primary dominator A,short_one_premium_midrange,primary_control,0.12401995522814445,chase_briscoe,Chase Briscoe,43606996,8900,67.4359702037876,71.63626317855348,67.34039215124555,67.4359702037876,7.577075303796359,30,8,27.749532006439495,14.886400393208021,17.781897874442482,11.089990522615555,0.08,0,0,0,0,0,Supporting scorer,Mid-tier place differential,Mid-tier place differential,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,7,5,primary_ryan_blaney,Primary dominator A,short_one_premium_midrange,primary_control,0.12401995522814445,chris_buescher,Chris Buescher,43606999,8300,36.40461021762389,37.709002357309714,36.40461021762389,36.502126808640156,4.386097616581192,9,10,3.9732117358453127,8.257109829663081,2.546033760279003,6.15133728345363,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,7,6,primary_ryan_blaney,Primary dominator A,short_one_premium_midrange,primary_control,0.12401995522814445,ryan_blaney,Ryan Blaney,43606989,10700,157.77703125,88.85401445135568,124.75624423200091,157.77703125,14.745516939252337,1,1,101.5097876535123,41.05903897328356,226.6875,124.67812500000002,1,1,0.5640199552281444,0.5640199552281444,0.5640199552281444,0.12401995522814445,Primary dominator A,Dominator candidate,Dominator,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,8,1,primary_denny_hamlin,Primary dominator B,short_stars_two_values,primary_control,0.10546777382506531,alex_bowman,Alex Bowman,43607007,7000,29.535285134499105,30.20214490490484,29.60094723132162,29.654408791027134,4.219326447785587,25,20,1.5203245271105592,4.049030606949336,0.8188440228698071,2.9568313972925644,0,0,0,0,0,0,Supporting scorer,Mid-tier place differential,Mid-tier place differential,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,8,2,primary_denny_hamlin,Primary dominator B,short_stars_two_values,primary_control,0.10546777382506531,christopher_bell,Christopher Bell,43606991,10200,71.48819365487658,86.62128257462635,72.871004745097,73.66688934920947,7.008646436752606,3,2,70.26117214478192,57.9021989742908,37.842539421451704,42.28346399891924,1,0.09763587045504236,0.09763587045504236,0.09763587045504236,0.09763587045504236,0.09763587045504236,Primary dominator C,Dominator candidate,Dominator candidate,Not a punt,leakage_safe_historical_scenario
2026,21,Window World 400,North Wilkesboro Speedway,historical_scenario,8,3,primary_denny_hamlin,Primary dominator B,short_stars_two_values,primary_control,0.10546777382506531,connor_zilisch,Connor Zilisch,43607014,6000,12.074572800472671,12.52482514746488,12.114789989980123,12.157392574469995,2.0124288000787787,32,31,0.8127135988571574,2.936992772779094,0.43772606496981076,2.1447584094004934,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt,leakage_safe_historical_scenario
