season,round,event_id,race_id,race_name,track_id,track_name,track_primary_family,track_cluster_id,race_date,driver_id,driver_name,car_number,owner_id,owner_name,manufacturer_id,manufacturer,predicted_qualifying_position,predicted_qualifying_rank,predicted_qualifying_speed_deficit_pct,actual_qualifying_position,actual_qualifying_speed,actual_start_position,qualifying_override_applied,qualifying_input_source,qualifying_input_as_of,qualifying_input_notes,predicted_finish_score,predicted_finish_position,predicted_finish_rank,win_probability,top3_probability,win_probability_rank,top3_probability_rank,predicted_points,predicted_points_rank,qualifying_route,finish_route,probability_route,points_route,market_win_odds_decimal,market_top3_odds_decimal,market_win_implied_probability,market_top3_implied_probability,market_source,market_as_of,chatter_momentum_score,chatter_track_fit_score,chatter_context_score,chatter_source_confidence,chatter_composite_score,chatter_signal_count,chatter_verified_pre_green,forecast_generated_at,forecast_status,composite_chatter_score,points_nudge,finish_position_nudge,eligibility_status,safe_for_production_overlay,last_coded,race_source_url,verified_direct_signal_count,verified_carryover_signal_count,verified_carryover_weight,production_eligibility_status,dk_id,salary,dk_avg_points_per_game,dk_starting_position,game_info,chatter_overlay_eligible,chatter_overlay_applied,chatter_score_applied,chatter_additive,chatter_multiplicative,predicted_qualifying_position_adjusted,predicted_finish_position_adjusted,predicted_points_adjusted,win_probability_unscaled,top3_probability_unscaled,win_probability_adjusted,top3_probability_adjusted,predicted_qualifying_rank_adjusted,predicted_finish_rank_adjusted,predicted_points_rank_adjusted,win_probability_rank_adjusted,top3_probability_rank_adjusted,draftkings_match_status,scheduled_laps,drv_laps_led_pct_ewm_h6,drv_cluster_laps_led_pct_ewm_h6,drv_family_laps_led_pct_ewm_h6,drv_fastest_lap_pct_ewm_h6,drv_cluster_fastest_lap_pct_ewm_h6,drv_family_fastest_lap_pct_ewm_h6,laps_led_route,laps_led_modeled_share,fastest_laps_route,fastest_laps_modeled_share,heuristic_laps_led_share,heuristic_fastest_lap_share,heuristic_laps_led,heuristic_fastest_laps,projected_laps_led,projected_fastest_laps,dk_starting_position_used,dk_starting_position_source,dk_projected_finish_rank_base,dk_projected_finish_position_chatter,dk_projected_finish_rank_chatter,dk_finish_position_points_base,dk_finish_position_points_chatter,dk_place_differential_points_base,dk_place_differential_points_chatter,dk_laps_led_points,dk_fastest_lap_points,dk_projected_points_model_base,dk_standard_component_points_chatter,dk_chatter_overlay_points,dk_projected_points_model_chatter,dk_projection_base,dk_projection_chatter,dk_value_per_1000_base,dk_value_per_1000_chatter,dk_projected_finish_rank,dk_finish_position_points,dk_place_differential_points,dk_projected_points_model,dk_projection,dk_value_per_1000,dk_projection_status,fantasy_component_source,scoring_rules_source,salary_cap_rules_source,dominator_history_starts,dominator_history_q75_share,dominator_history_q90_share,historical_prob_lead_50,historical_prob_lead_100,historical_prob_lead_200,dominator_mean_signal,dominator_score,dominator_rank,dominator_surprise_score,prob_lead_25_plus,prob_lead_50_plus,prob_lead_75_plus,prob_lead_100_plus,prob_lead_150_plus,prob_lead_200_plus,dk_score_p75_base,dk_score_p90_base,dk_score_p75_chatter,dk_score_p90_chatter,dominator_role,construction_role,front_start_risk,punt_salary_cutoff,punt_role_eligible,punt_role,dominator_scenario_source
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,denny_hamlin,Denny Hamlin,11,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,7.640803308369808,1,1.2976102700088537,,,,FALSE,,,,0.5763811988042429,4.669023215449869,1,0.17330306823872255,0.3894002095862554,1,1,39.475175702973345,1,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0,0,0,0,0,0,FALSE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,1,4,-1.5,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/07/21/a-crown-without-a-king-brickyard-title-prospects-up-for-grabs-at-indianapolis/,1,0,0,verified_pre_race,43667053,11000,58,,Brickyard 400 presented by PPG,TRUE,TRUE,1,4,1.2214027581601699,6.140803308369808,3.1690232154498688,43.475175702973345,0.21167284554439586,0.4756144900168005,0.18970542115329847,0.42895738589078114,1,1,1,1,1,matched,160,0.10942894593005074,0.10093067944048963,0.10093067944048963,0.08117204047170826,0.09878275347024286,0.09878275347024286,conventional_speedway,0.107270773590659,conventional_speedway,0.10077538757003705,0.10517981268527019,0.08997739697097555,17.9428119388658,18.492048503199452,17.16332377450544,16.12406201120593,1,model_predicted_qualifying_rank,1,3.1690232154498688,1,45,45,0,0,4.29083094362636,7.255827905042668,56.546658848669026,56.546658848669026,4,60.546658848669026,56.546658848669026,60.546658848669026,5.140605349879002,5.504241713515365,1,45,0,60.546658848669026,60.546658848669026,5.504241713515365,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,106,0.12255537545013724,0.2288936327282112,0.11818181818181818,0.07272727272727272,0.00909090909090909,0.10664348531904236,0.9902777777777778,1,1.798477578712626,0.4696367257561897,0.12101287254518049,0.12101287254518049,0,0,0,73.67110504697149,83.23483146067416,77.67110504697149,87.23483146067416,Primary dominator A,Dominator candidate,TRUE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,ryan_blaney,Ryan Blaney,12,team_penske,Team Penske,ford,Ford,9.98970557107598,3,1.0095558484647786,,,,FALSE,,,,0.4394730342289147,7.682654556705454,2,0.11960726260581724,0.18357921281583478,2,5,34.44021715154551,3,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0.5,0.5,0.25,0.475,0.5,1,TRUE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,1,4,-1.5,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/07/16/preview-round-4-2026-in-season-challenge-north-wilkesboro/,1,1,0.5,verified_pre_race,43667054,10700,45.3,,Brickyard 400 presented by PPG,TRUE,TRUE,1,4,1.2214027581601699,8.48970557107598,6.182654556705454,38.44021715154551,0.14608864044273293,0.2242241568741334,0.1309275499633646,0.20222808641279022,3,2,2,2,4,matched,160,0.10886956698732825,0.04556328403250797,0.04556328403250797,0.03899489312132013,0.03511337438418453,0.03511337438418453,conventional_speedway,0.0905087717761548,conventional_speedway,0.047894888215798424,0.07721642550991811,0.03705413375275233,13.172487820088394,7.615321866012266,14.481403484184767,7.663182114527748,3,model_predicted_qualifying_rank,2,6.182654556705454,2,42,42,1,1,3.620350871046192,3.448431951537487,50.06878282258368,50.06878282258368,4,54.06878282258368,50.06878282258368,54.06878282258368,4.679325497437727,5.053157273138662,2,42,1,54.06878282258368,54.06878282258368,5.053157273138662,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,106,0.040195908515284005,0.14610801630460815,0.07272727272727272,0.01818181818181818,0.00909090909090909,0.08652106789628378,0.9041666666666666,3,1.3221395365841433,0.0750010312079267,0.0750010312079267,0.0750010312079267,0,0,0,48.51470159980184,48.51470159980184,52.51470159980184,52.51470159980184,Primary dominator C,Dominator candidate,TRUE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,kyle_larson,Kyle Larson,5,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,11.245885709936159,6,0.9282350530479466,,,,FALSE,,,,0.41795621675379613,8.308128810534443,4,0.054016867923134614,0.22680766272233757,5,2,34.7188823673191,2,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0,0,0,0,0,0,FALSE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,0.8549999999999999,3.4199999999999995,-1.2824999999999998,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/07/21/a-crown-without-a-king-brickyard-title-prospects-up-for-grabs-at-indianapolis/,1,0,0,verified_pre_race,43667055,10500,33.1,,Brickyard 400 presented by PPG,TRUE,TRUE,0.8549999999999999,3.4199999999999995,1.1864907490217118,9.963385709936158,7.025628810534443,38.1388823673191,0.06409051408192687,0.2691051936272901,0.05743919554052237,0.2427063573776258,6,3,3,5,2,matched,160,0.07839977102913512,0.06967028918786611,0.06967028918786611,0.051152434205106755,0.05239310954273224,0.05239310954273224,conventional_speedway,0.08565257187794989,conventional_speedway,0.06734735835168615,0.07403503010850061,0.0517727718739195,12.629767901375313,10.640279013032883,13.704411500471982,10.775577336269784,6,model_predicted_qualifying_rank,4,7.025628810534443,3,40,41,2,3,3.4261028751179956,4.849009801321403,50.2751126764394,52.2751126764394,1.4200000000000017,53.6951126764394,50.2751126764394,53.6951126764394,4.788105969184705,5.11382025489899,3,41,3,53.6951126764394,53.6951126764394,5.11382025489899,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,92,0.21665928833088946,0.36140875580722753,0.2708333333333333,0.10416666666666667,0.020833333333333332,0.08216730934711511,0.9541666666666666,2,3.4207284250943535,0.44763967373683644,0.099015820525827275,0.099015820525827275,0,0,0,66.67057244133491,66.67057244133491,70.09057244133491,70.09057244133491,Primary dominator B,Dominator candidate,FALSE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,christopher_bell,Christopher Bell,20,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,14.118736276298971,12,1.0164997240160023,,,,FALSE,,,,0.36059096402405194,10.235944125641993,8,0.04723103022597397,0.19299255682912647,7,4,28.2411747076774,10,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0.5,0.5,0.25,0.475,0.5,1,TRUE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,1,4,-1.5,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/07/16/preview-round-4-2026-in-season-challenge-north-wilkesboro/,1,1,0.5,verified_pre_race,43667057,10000,35.6,,Brickyard 400 presented by PPG,TRUE,TRUE,1,4,1.2214027581601699,12.618736276298971,8.735944125641993,32.2411747076774,0.05768811058875096,0.2357216412154784,0.05170123398034887,0.21259768391434936,9,5,6,6,3,matched,160,0.044686036413592346,0.02352303555853911,0.02352303555853911,0.05953072147246145,0.026229992302376416,0.026229992302376416,conventional_speedway,0.032691242024726334,conventional_speedway,0.041504909554720734,0.03410453598606573,0.04288035688741893,5.817953653248479,8.812720373011434,5.230598723956214,6.640785528755318,12,model_predicted_qualifying_rank,8,8.735944125641993,5,36,39,4,7,1.3076496809890534,2.988353487939893,44.29600316892895,50.29600316892895,-2,48.29600316892895,44.29600316892895,48.29600316892895,4.429600316892895,4.829600316892894,5,39,7,48.29600316892895,48.29600316892895,4.829600316892894,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,80,0.018160663516296777,0.15246113257310465,0.08333333333333333,0.047619047619047616,0.011904761904761904,0.03311523021312815,0.8055555555555556,8,2.8934814727191185,0.04336542032040238,0.04336542032040238,0.04336542032040238,0,0,0,44.0875271965295,44.0875271965295,48.0875271965295,48.0875271965295,Contrarian dominator ceiling,Contrarian dominator leverage,FALSE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,tyler_reddick,Tyler Reddick,45,23xi_racing,23XI Racing,toyota,Toyota,11.364608052069293,7,0.941713779196552,,,,FALSE,,,,0.3797459578704422,9.54700525227328,5,0.08153956467104002,0.2178297109076656,3,3,30.807554695653085,5,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0,0,0,0,0,0,FALSE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,-0.36000000000000015,-1.4400000000000006,0.5400000000000003,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/07/21/a-crown-without-a-king-brickyard-title-prospects-up-for-grabs-at-indianapolis/,1,0,0,verified_pre_race,43667056,10200,40.1,,Brickyard 400 presented by PPG,TRUE,TRUE,-0.36000000000000015,-1.4400000000000006,0.9305308958112057,11.904608052069294,10.087005252273281,29.367554695653084,0.07587508415739862,0.20269727602520604,0.0680007620160344,0.18281296191771435,7,10,10,3,6,matched,160,0.0681709441383954,0.07097292964614302,0.07097292964614302,0.07535860813083106,0.06489756656846045,0.06489756656846045,conventional_speedway,0.05907852422647884,conventional_speedway,0.07588114058877636,0.0695719368922692,0.07012808734964576,11.868400865249354,14.41264180074665,9.452563876236615,12.140982494204218,7,model_predicted_qualifying_rank,5,10.087005252273281,10,39,34,2,-3,2.363140969059154,5.463442122391898,48.82658309145105,38.82658309145105,8.560000000000002,47.38658309145105,48.82658309145105,47.38658309145105,4.786919910926573,4.645743440338339,10,34,-3,47.38658309145105,47.38658309145105,4.645743440338339,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,81,0.036538104089219335,0.1474309612320765,0.08235294117647059,0.023529411764705882,0.011764705882352941,0.06222654802621595,0.8902777777777777,4,1.8643615655982406,0,0,0,0,0,0,46.75740207683389,47.23363198033559,45.31740207683389,45.79363198033559,Supporting scorer,Finishing-position scorer,FALSE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,ty_gibbs,Ty Gibbs,54,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,8.724507256403356,2,0.9853278955076253,,,,FALSE,,,,0.4231528271086912,8.152554326039127,3,0.04310857890348741,0.17199348614833596,9,7,31.09525243513633,4,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0,0,0,0,0,0,FALSE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,0.675,2.7,-1.0125000000000002,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/7/21/2026-cup-series-power-rankings-north-wilkesboro-to-indianapolis/,1,0,0,verified_pre_race,43667062,8800,34.3,,Brickyard 400 presented by PPG,TRUE,TRUE,0.675,2.7,1.1445367843513146,7.712007256403356,7.1400543260391265,33.795252435136334,0.0493393542761524,0.1968528715655888,0.04421891224789225,0.1775418852122984,2,4,4,8,7,matched,160,0.06320430039831905,0.01463576737076777,0.01463576737076777,0.05116026370961438,0.030590357747075515,0.030590357747075515,conventional_speedway,0.03442183917450909,conventional_speedway,0.03979464157809923,0.03892003388454341,0.04087531072834495,6.639438032983344,8.400645651215358,5.507494267921454,6.367142652495876,2,model_predicted_qualifying_rank,3,7.1400543260391265,4,41,40,-1,-2,1.3768735669803636,2.8652141936231446,44.24208776060351,42.24208776060351,4.700000000000003,46.94208776060351,44.24208776060351,46.94208776060351,5.027509972795854,5.3343281546140355,4,40,-2,46.94208776060351,46.94208776060351,5.3343281546140355,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,47,0.008402647828689973,0.03006401486988847,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.03577129758751939,0.6958333333333334,11,0.5524255579361291,0,0,0,0,0,0,43.099452612932616,44.0431788072495,45.79945261293262,46.7431788072495,Supporting scorer,Finishing-position scorer,TRUE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,chase_elliott,Chase Elliott,9,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,13.688767952794183,10,1.007696690187267,,,,FALSE,,,,0.3647025392846153,10.08399234707306,6,0.052766012878942524,0.118884745913832,6,11,29.451286205166028,8,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,-0.25,0.5,0,0.44999999999999996,0.11249999999999998,1,TRUE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,0.11249999999999998,0.4499999999999999,-0.16874999999999996,verified_pre_race,TRUE,2026-07-16,https://www.nascar.com/news-media/2026/07/16/preview-round-4-2026-in-season-challenge-north-wilkesboro/,0,1,0.5,verified_pre_race,43667059,9500,36.8,,Brickyard 400 presented by PPG,TRUE,TRUE,0.11249999999999998,0.4499999999999999,1.022755034164446,13.520017952794184,9.915242347073061,29.901286205166027,0.05396670530472446,0.12158997236873273,0.04836603642644115,0.10966216924127253,11,9,9,7,11,matched,160,0.044181082929308474,0.06741751512181669,0.06741751512181669,0.02450553603011914,0.03601497650070583,0.03601497650070583,conventional_speedway,0.050477855917429704,conventional_speedway,0.030346122193563193,0.05579929902556259,0.030260256265412486,9.518901994359785,6.219052177734786,8.076456946788753,4.8553795509701105,10,model_predicted_qualifying_rank,6,9.915242347073061,9,38,35,4,1,2.019114236697188,2.1849207979365497,46.20403503463374,40.20403503463374,6.450000000000003,46.65403503463374,46.20403503463374,46.65403503463374,4.8635826352246045,4.910951056277236,9,35,1,46.65403503463374,46.65403503463374,4.910951056277236,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,103,0.05366115784030249,0.16169750033261365,0.07476635514018691,0.009345794392523364,0.009345794392523364,0.05207428884986957,0.861111111111111,5,2.294302206384582,0,0,0,0,0,0,44.92769402301398,45.90241770442171,45.37769402301398,46.35241770442171,Supporting scorer,Finishing-position scorer,FALSE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,bubba_wallace,Bubba Wallace,23,23xi_racing,23XI Racing,toyota,Toyota,16.292893486513094,14,1.0729593177888905,,,,FALSE,,,,0.34593834303639687,10.79632319197991,10,0.026923771705367597,0.149614989701318,12,9,27.08279633223706,13,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0,0,0,0,0,0,FALSE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,1,4,-1.5,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/07/21/a-crown-without-a-king-brickyard-title-prospects-up-for-grabs-at-indianapolis/,1,0,0,verified_pre_race,43667061,9000,29.8,,Brickyard 400 presented by PPG,TRUE,TRUE,1,4,1.2214027581601699,14.792893486513094,9.29632319197991,31.08279633223706,0.03288476902101072,0.18274016108329522,0.029471985131656143,0.16481361152975302,13,7,8,12,8,matched,160,0.029650034252562744,0.03957967328750642,0.03957967328750642,0.023376194247395326,0.02977893964740087,0.02977893964740087,conventional_speedway,0.027608618443968443,conventional_speedway,0.02713236530906948,0.03461485377003458,0.026577566947398098,5.905009674675433,5.462190212580313,4.417378951034951,4.3411784494511165,14,model_predicted_qualifying_rank,10,9.29632319197991,7,34,37,4,7,1.1043447377587376,1.9535303022530024,41.05787504001174,47.05787504001174,-2,45.05787504001174,41.05787504001174,45.05787504001174,4.561986115556859,5.006430560001304,7,37,7,45.05787504001174,45.05787504001174,5.006430560001304,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,105,0.009451088865064891,0.06438242469527736,0.045871559633027525,0.01834862385321101,0.009174311926605505,0.02971048904178828,0.6708333333333333,13,1.3523270953777067,0,0,0,0,0,0,40.20962093138612,41.20513817997385,44.20962093138612,45.20513817997385,Supporting scorer,Finishing-position scorer,FALSE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,brad_keselowski,Brad Keselowski,6,rfk_racing,RFK Racing,ford,Ford,21.225453739953537,23,1.3881668528173483,,,,FALSE,,,,0.3009358984669441,12.716570420123428,15,0.017867377780995078,0.0642468865726066,16,15,23.328447931366725,18,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0,0,0,0,0,0,FALSE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,1,4,-1.5,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/07/21/a-crown-without-a-king-brickyard-title-prospects-up-for-grabs-at-indianapolis/,1,0,0,verified_pre_race,43667068,7700,30.2,,Brickyard 400 presented by PPG,TRUE,TRUE,1,4,1.2214027581601699,19.725453739953537,11.216570420123428,27.328447931366725,0.021823264502797122,0.07847132446298528,0.01955844441357332,0.0707733992878149,22,14,14,15,14,matched,160,0.014406758253622769,0.04550979493624827,0.04550979493624827,0.012484175770113324,0.03850174326788954,0.03850174326788954,conventional_speedway,0.02732163062551901,conventional_speedway,0.0309931149437115,0.029958276594935523,0.025492959519001435,5.110635864735016,5.239282973117593,4.371460900083042,4.9588983909938396,23,model_predicted_qualifying_rank,15,11.216570420123428,14,28,29,8,9,1.0928652250207604,2.231504275947228,39.32436950096799,41.32436950096799,2,43.32436950096799,39.32436950096799,43.32436950096799,5.107060974151687,5.626541493632206,14,29,9,43.32436950096799,43.32436950096799,5.626541493632206,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,106,0.05953092373683164,0.15340387068388175,0.06363636363636363,0.01818181818181818,0.00909090909090909,0.028112624416343962,0.7027777777777777,10,3.241728331338524,0.024500038828520174,0.024500038828520174,0.024500038828520174,0,0,0,38.42588003837114,39.408618327990574,42.42588003837114,43.408618327990574,Contrarian dominator ceiling,Mid-tier place differential,FALSE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
2026,22,cup_2026_r22,5619,Brickyard 400 presented by PPG,indianapolis_motor_speedway,Indianapolis Motor Speedway,large_speedway,cluster_4,2026-07-26,william_byron,William Byron,24,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,12.534963749765021,9,0.9365345080946004,,,,FALSE,,,,0.3617473235921871,10.19297851239489,7,0.04361262459256518,0.1682063836974214,8,8,30.49913890000419,6,conventional_speedway,conventional_speedway,conventional_speedway,conventional_speedway,,,,,,,0,0,0,0,0,0,FALSE,2026-07-22T02:17:44Z,pre_entry_list_inferred_roster,-0.68,-2.72,1.02,verified_pre_race,TRUE,2026-07-21,https://www.nascar.com/news-media/2026/7/21/2026-cup-series-power-rankings-north-wilkesboro-to-indianapolis/,1,0,0,verified_pre_race,43667058,9700,32.3,,Brickyard 400 presented by PPG,TRUE,TRUE,-0.68,-2.72,0.8728426324887193,13.55496374976502,11.212978512394889,27.77913890000419,0.03806695805911685,0.1468177027478649,0.03411636618791089,0.1324150951981914,12,13,13,10,9,matched,160,0.04602853510963426,0.06971466964159763,0.06971466964159763,0.03360836182272432,0.04572582430659537,0.04572582430659537,conventional_speedway,0.05347365890828039,conventional_speedway,0.051415901462352295,0.05787160237561595,0.03966709306465985,9.87241992086106,8.152334181986099,8.555785425324862,8.226544233976368,9,model_predicted_qualifying_rank,7,11.212978512394889,13,37,30,2,-4,2.1389463563312154,3.7019449052893654,44.840891261620584,31.84089126162058,10.280000000000005,42.120891261620585,44.840891261620584,42.120891261620585,4.622772295012432,4.342359923878411,13,30,-4,42.120891261620585,42.120891261620585,4.342359923878411,pre_qualifying_provisional,stage21_stage22_explicit_xgboost_consensus,https://pick6.draftkings.com/pick6-rules-and-scoring-nascar,https://www.draftkings.com/help/how-to-play/us,106,0.07433819624582619,0.1381528497251159,0.08181818181818182,0.03636363636363636,0.01818181818181818,0.05479304194848105,0.8236111111111111,7,1.880304476160316,0,0,0,0,0,0,43.214136565120526,44.02341648513714,40.49413656512053,41.30341648513714,Supporting scorer,Finishing-position scorer,FALSE,5975,TRUE,Not a punt,historical_conventional_under_300_laps
