projection_variant,lineup_rank,driver_slot,scenario_name,scenario_role,lineup_archetype,scenario_type,scenario_probability,driver_id,driver_name,dk_id,salary,dk_projection,dk_mean_projection,dk_score_p75,dk_score_p90,dk_value_per_1000,dk_mean_value_per_1000,dk_starting_position_used,dk_projected_finish_rank,mean_projected_laps_led,mean_projected_fastest_laps,projected_laps_led,projected_fastest_laps,prob_lead_25_plus,prob_lead_50_plus,prob_lead_75_plus,prob_lead_100_plus,prob_lead_150_plus,prob_lead_200_plus,dominator_role,construction_role,lineup_role,punt_role
base,10,4,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,erik_jones,Erik Jones,43667070,7300,33.118204396590826,32.680230950574796,32.24921820843062,33.118204396590826,4.536740328300112,4.4767439658321635,16,14,1.7891306437692502,2.739885088072182,2.7784715198098957,3.1635255925296697,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,10,5,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,ty_gibbs,Ty Gibbs,43667062,8800,44.0431788072495,44.24208776060351,43.099452612932616,44.0431788072495,5.004906682641988,5.027509972795854,2,3,5.507494267921454,6.367142652495876,5.454979831512759,5.954297443047349,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,10,6,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,tyler_reddick,Tyler Reddick,43667056,10200,47.23363198033559,48.82658309145105,46.75740207683389,47.23363198033559,4.630748233366234,4.786919910926573,7,5,9.452563876236615,12.140982494204218,7.5431108408707805,9.661898378039753,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,11,1,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,brad_keselowski,Brad Keselowski,43667068,7700,38.42588003837114,39.32436950096799,38.42588003837114,39.408618327990574,4.990374030957291,5.107060974151687,23,15,4.371460900083042,4.9588983909938396,2.544653042260157,3.977148395124661,0.024500038828520174,0.024500038828520174,0.024500038828520174,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,11,2,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,chris_buescher,Chris Buescher,43667064,8500,31.4646800199681,32.337999543084685,31.4646800199681,32.42797624630725,3.7017270611727175,3.8044705344805507,8,11,3.864571136928107,5.270792797450346,2.249589536630212,4.22729474624565,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,11,3,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,denny_hamlin,Denny Hamlin,43667053,11000,83.23483146067416,56.546658848669026,73.67110504697149,83.23483146067416,7.566802860061287,5.140605349879002,1,1,17.16332377450544,16.12406201120593,76.85393258426967,42.26966292134832,0.4696367257561897,0.12101287254518049,0.12101287254518049,0,0,0,Primary dominator A,Dominator candidate,Dominator,Not a punt
base,11,4,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,erik_jones,Erik Jones,43667070,7300,32.24921820843062,32.680230950574796,32.24921820843062,33.118204396590826,4.417701124442551,4.4767439658321635,16,14,1.7891306437692502,2.739885088072182,1.0414634465978665,2.1974496595136643,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,11,5,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,ryan_preece,Ryan Preece,43667074,6700,22.952695127728937,23.309911622549507,22.952695127728937,23.783686727502914,3.4257753921983487,3.4790912869476873,22,21,1.7803750422770823,1.9218174710671891,1.0363667595902257,1.5413409729586256,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,11,6,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,ty_gibbs,Ty Gibbs,43667062,8800,43.099452612932616,44.24208776060351,43.099452612932616,44.0431788072495,4.897665069651434,5.027509972795854,2,3,5.507494267921454,6.367142652495876,3.2059447320758325,5.106592066474792,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,12,1,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,alex_bowman,Alex Bowman,43667072,7000,26.340345891704516,26.944985899655943,26.387367487982477,27.333434117696925,3.7629065559577883,3.8492836999508495,20,19,3.1385536760318016,2.5785499569955377,1.7837748780515714,1.987560382648048,0.01405698108606338,0.01405698108606338,0.01405698108606338,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,12,2,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,brad_keselowski,Brad Keselowski,43667068,7700,38.34117793122018,39.32436950096799,38.42588003837114,39.408618327990574,4.979373757301323,5.107060974151687,23,15,4.371460900083042,4.9588983909938396,2.4844890159125095,3.822345949426786,0.024500038828520174,0.024500038828520174,0.024500038828520174,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,12,3,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,bubba_wallace,Bubba Wallace,43667061,9000,40.13343837511004,41.05787504001174,40.20962093138612,41.20513817997385,4.459270930567782,4.561986115556859,14,10,4.417378951034951,4.3411784494511165,2.5105862167864696,3.34620404647427,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,12,4,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,daniel_suarez,Daniel Suarez,43667073,6900,25.04643230120358,25.488696276730067,25.08419250297552,25.949007635587094,3.6299177248121133,3.6940139531492853,13,16,1.996674241925203,2.198950480552811,1.1347957435292098,1.6949630340472854,0,0,0,0,0,0,Supporting scorer,Finishing-position value,Finishing-position value,Not a punt
base,12,5,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,kyle_larson,Kyle Larson,43667055,10500,80.23483146067416,50.2751126764394,66.67057244133491,66.67057244133491,7.641412520064206,4.788105969184705,6,4,13.704411500471982,10.775577336269784,76.85393258426967,42.26966292134832,0.44763967373683644,0.099015820525827275,0.099015820525827275,0,0,0,Primary dominator B,Dominator candidate,Dominator,Not a punt
base,12,6,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,ty_gibbs,Ty Gibbs,43667062,8800,42.99105913604494,44.24208776060351,43.099452612932616,44.0431788072495,4.885347629096016,5.027509972795854,2,3,5.507494267921454,6.367142652495876,3.13014557984312,4.907828313520362,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,13,1,primary_brad_keselowski,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.024500038828520174,brad_keselowski,Brad Keselowski,43667068,7700,74.23483146067416,39.32436950096799,38.42588003837114,39.408618327990574,9.640887202684956,5.107060974151687,23,15,4.371460900083042,4.9588983909938396,76.85393258426967,42.26966292134832,0.024500038828520174,0.024500038828520174,0.024500038828520174,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Dominator,Not a punt
base,13,2,primary_brad_keselowski,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.024500038828520174,bubba_wallace,Bubba Wallace,43667061,9000,40.034646883661175,41.05787504001174,40.20962093138612,41.20513817997385,4.448294098184575,4.561986115556859,14,10,4.417378951034951,4.3411784494511165,2.3600278598501356,3.210310930441432,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,13,3,primary_brad_keselowski,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.024500038828520174,chase_elliott,Chase Elliott,43667059,9500,44.69448520140792,46.20403503463374,44.92769402301398,45.90241770442171,4.704682652779781,4.8635826352246045,10,6,8.076456946788753,4.8553795509701105,4.314926026175745,3.590563766364398,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,13,4,primary_brad_keselowski,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.024500038828520174,erik_jones,Erik Jones,43667070,7300,32.15073308025226,32.680230950574796,32.24921820843062,33.118204396590826,4.40421001099346,4.4767439658321635,16,14,1.7891306437692502,2.739885088072182,0.9558605252143403,2.0261509976637178,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,13,5,primary_brad_keselowski,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.024500038828520174,ross_chastain,Ross Chastain,43667071,7100,26.2035409393542,26.82466195316335,26.307195151948044,27.236371597805345,3.690639568923127,3.7781214018539933,18,18,2.841528770077348,2.476177245875583,1.5181145055207583,1.8311384732755744,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,13,6,primary_brad_keselowski,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.024500038828520174,ty_gibbs,Ty Gibbs,43667062,8800,42.854440298956064,44.24208776060351,43.099452612932616,44.0431788072495,4.869822761245007,5.027509972795854,2,3,5.507494267921454,6.367142652495876,2.9424326176983944,4.708515876736601,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,14,1,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,brad_keselowski,Brad Keselowski,43667068,7700,38.42588003837114,39.32436950096799,38.42588003837114,39.408618327990574,4.990374030957291,5.107060974151687,23,15,4.371460900083042,4.9588983909938396,2.544653042260157,3.977148395124661,0.024500038828520174,0.024500038828520174,0.024500038828520174,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,14,2,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,denny_hamlin,Denny Hamlin,43667053,11000,83.23483146067416,56.546658848669026,73.67110504697149,83.23483146067416,7.566802860061287,5.140605349879002,1,1,17.16332377450544,16.12406201120593,76.85393258426967,42.26966292134832,0.4696367257561897,0.12101287254518049,0.12101287254518049,0,0,0,Primary dominator A,Dominator candidate,Dominator,Not a punt
base,14,3,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,ryan_preece,Ryan Preece,43667074,6700,22.952695127728937,23.309911622549507,22.952695127728937,23.783686727502914,3.4257753921983487,3.4790912869476873,22,21,1.7803750422770823,1.9218174710671891,1.0363667595902257,1.5413409729586256,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,14,4,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,ty_gibbs,Ty Gibbs,43667062,8800,43.099452612932616,44.24208776060351,43.099452612932616,44.0431788072495,4.897665069651434,5.027509972795854,2,3,5.507494267921454,6.367142652495876,3.2059447320758325,5.106592066474792,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,14,5,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,william_byron,William Byron,43667058,9700,43.214136565120526,44.840891261620584,43.214136565120526,44.02341648513714,4.455065625270158,4.622772295012432,9,7,8.555785425324862,8.226544233976368,4.980372902583766,6.5978740877213085,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,14,6,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,zane_smith,Zane Smith,43667080,6000,19.987943502928047,20.345764325318655,19.987943502928047,20.81704083792098,3.3313239171546742,3.3909607208864423,25,24,1.6622630696489018,2.0671079064587343,0.9676130872263855,1.6578671802698908,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,15,1,primary_ryan_blaney,Primary dominator C,conventional_primary_control,primary_control,0.0750010312079267,alex_bowman,Alex Bowman,43667072,7000,26.322917390440146,26.944985899655943,26.387367487982477,27.333434117696925,3.760416770062878,3.8492836999508495,20,19,3.1385536760318016,2.5785499569955377,1.7932992880869836,1.9435390409297764,0.01405698108606338,0.01405698108606338,0.01405698108606338,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,15,2,primary_ryan_blaney,Primary dominator C,conventional_primary_control,primary_control,0.0750010312079267,chase_elliott,Chase Elliott,43667059,9500,44.80052428514033,46.20403503463374,44.92769402301398,45.90241770442171,4.715844661593718,4.8635826352246045,10,6,8.076456946788753,4.8553795509701105,4.614706641325795,3.6596613884641633,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,15,3,primary_ryan_blaney,Primary dominator C,conventional_primary_control,primary_control,0.0750010312079267,erik_jones,Erik Jones,43667070,7300,32.18488151415463,32.680230950574796,32.24921820843062,33.118204396590826,4.40888787865132,4.4767439658321635,16,14,1.7891306437692502,2.739885088072182,1.022269185411087,2.0651427062263505,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,15,4,primary_ryan_blaney,Primary dominator C,conventional_primary_control,primary_control,0.0750010312079267,ryan_blaney,Ryan Blaney,43667054,10700,81.23483146067416,50.06878282258368,48.51470159980184,48.51470159980184,7.592040323427492,4.679325497437727,3,2,14.481403484184767,7.663182114527748,76.85393258426967,42.26966292134832,0.0750010312079267,0.0750010312079267,0.0750010312079267,0,0,0,Primary dominator C,Dominator candidate,Dominator,Not a punt
base,15,5,primary_ryan_blaney,Primary dominator C,conventional_primary_control,primary_control,0.0750010312079267,ryan_preece,Ryan Preece,43667074,6700,22.906158653064377,23.309911622549507,22.952695127728937,23.783686727502914,3.418829649711101,3.4790912869476873,22,21,1.7803750422770823,1.9218174710671891,1.017266430784781,1.4485378785959573,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,15,6,primary_ryan_blaney,Primary dominator C,conventional_primary_control,primary_control,0.0750010312079267,ty_gibbs,Ty Gibbs,43667062,8800,42.946322153576546,44.24208776060351,43.099452612932616,44.0431788072495,4.880263881088244,5.027509972795854,2,3,5.507494267921454,6.367142652495876,3.1468588940285533,4.7991276223764565,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,16,1,split_primary_pair,Split dominators,conventional_split_control,split_control,0.3486238532110092,alex_bowman,Alex Bowman,43667072,7000,26.18886651848145,26.944985899655943,26.387367487982477,27.333434117696925,3.7412666454973498,3.8492836999508495,20,19,3.1385536760318016,2.5785499569955377,1.7499566444953805,1.669727460794678,0.01405698108606338,0.01405698108606338,0.01405698108606338,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,16,2,split_primary_pair,Split dominators,conventional_split_control,split_control,0.3486238532110092,denny_hamlin,Denny Hamlin,43667053,11000,73.67110504697149,56.546658848669026,73.67110504697149,83.23483146067416,6.697373186088318,5.140605349879002,1,1,17.16332377450544,16.12406201120593,48,37.04690010438108,0.4696367257561897,0.12101287254518049,0.12101287254518049,0,0,0,Primary dominator A,Dominator candidate,Dominator,Not a punt
base,16,3,split_primary_pair,Split dominators,conventional_split_control,split_control,0.3486238532110092,kyle_larson,Kyle Larson,43667055,10500,66.67057244133491,50.2751126764394,66.67057244133491,66.67057244133491,6.3495783277461815,4.788105969184705,6,4,13.704411500471982,10.775577336269784,40,32.60127209185535,0.44763967373683644,0.099015820525827275,0.099015820525827275,0,0,0,Primary dominator B,Dominator candidate,Secondary dominator,Not a punt
base,16,4,split_primary_pair,Split dominators,conventional_split_control,split_control,0.3486238532110092,ryan_preece,Ryan Preece,43667074,6700,22.80817856660047,23.309911622549507,22.952695127728937,23.783686727502914,3.4042057562090258,3.4790912869476873,22,21,1.7803750422770823,1.9218174710671891,0.992679895430584,1.2444635394284977,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,16,5,split_primary_pair,Split dominators,conventional_split_control,split_control,0.3486238532110092,ty_gibbs,Ty Gibbs,43667062,8800,42.62305593336942,44.24208776060351,43.099452612932616,44.0431788072495,4.843529083337434,5.027509972795854,2,3,5.507494267921454,6.367142652495876,3.070801771615683,4.123012201034438,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,16,6,split_primary_pair,Split dominators,conventional_split_control,split_control,0.3486238532110092,zane_smith,Zane Smith,43667080,6000,19.834051657842846,20.345764325318655,19.987943502928047,20.81704083792098,3.305675276307141,3.3909607208864423,25,24,1.6622630696489018,2.0671079064587343,0.9268244560689516,1.3385456529457955,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,17,1,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,alex_bowman,Alex Bowman,43667072,7000,26.387367487982477,26.944985899655943,26.387367487982477,27.333434117696925,3.7696239268546394,3.8492836999508495,20,19,3.1385536760318016,2.5785499569955377,1.8269705122741482,2.0680552442532,0.01405698108606338,0.01405698108606338,0.01405698108606338,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,17,2,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,bubba_wallace,Bubba Wallace,43667061,9000,40.20962093138612,41.05787504001174,40.20962093138612,41.20513817997385,4.467735659042902,4.561986115556859,14,10,4.417378951034951,4.3411784494511165,2.571382209172576,3.4817230646510584,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,17,3,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,chase_elliott,Chase Elliott,43667059,9500,44.92769402301398,46.20403503463374,44.92769402301398,45.90241770442171,4.729230949790946,4.8635826352246045,10,6,8.076456946788753,4.8553795509701105,4.701352982463773,3.8941239497733977,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,17,4,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,denny_hamlin,Denny Hamlin,43667053,11000,83.23483146067416,56.546658848669026,73.67110504697149,83.23483146067416,7.566802860061287,5.140605349879002,1,1,17.16332377450544,16.12406201120593,76.85393258426967,42.26966292134832,0.4696367257561897,0.12101287254518049,0.12101287254518049,0,0,0,Primary dominator A,Dominator candidate,Dominator,Not a punt
base,17,5,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,erik_jones,Erik Jones,43667070,7300,32.24921820843062,32.680230950574796,32.24921820843062,33.118204396590826,4.417701124442551,4.4767439658321635,16,14,1.7891306437692502,2.739885088072182,1.0414634465978665,2.1974496595136643,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,17,6,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,zane_smith,Zane Smith,43667080,6000,19.987943502928047,20.345764325318655,19.987943502928047,20.81704083792098,3.3313239171546742,3.3909607208864423,25,24,1.6622630696489018,2.0671079064587343,0.9676130872263855,1.6578671802698908,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,18,1,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,alex_bowman,Alex Bowman,43667072,7000,26.340345891704516,26.944985899655943,26.387367487982477,27.333434117696925,3.7629065559577883,3.8492836999508495,20,19,3.1385536760318016,2.5785499569955377,1.7837748780515714,1.987560382648048,0.01405698108606338,0.01405698108606338,0.01405698108606338,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,18,2,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,bubba_wallace,Bubba Wallace,43667061,9000,40.13343837511004,41.05787504001174,40.20962093138612,41.20513817997385,4.459270930567782,4.561986115556859,14,10,4.417378951034951,4.3411784494511165,2.5105862167864696,3.34620404647427,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,18,3,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,chase_elliott,Chase Elliott,43667059,9500,44.831698234622344,46.20403503463374,44.92769402301398,45.90241770442171,4.719126129960247,4.8635826352246045,10,6,8.076456946788753,4.8553795509701105,4.590197426083751,3.742553062447555,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,18,4,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,erik_jones,Erik Jones,43667070,7300,32.20457322236369,32.680230950574796,32.24921820843062,33.118204396590826,4.411585372926533,4.4767439658321635,16,14,1.7891306437692502,2.739885088072182,1.0168398011732733,2.111918382378601,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,18,5,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,kyle_larson,Kyle Larson,43667055,10500,80.23483146067416,50.2751126764394,66.67057244133491,66.67057244133491,7.641412520064206,4.788105969184705,6,4,13.704411500471982,10.775577336269784,76.85393258426967,42.26966292134832,0.44763967373683644,0.099015820525827275,0.099015820525827275,0,0,0,Primary dominator B,Dominator candidate,Dominator,Not a punt
base,18,6,primary_kyle_larson,Primary dominator B,conventional_primary_control,primary_control,0.099015820525827275,ryan_preece,Ryan Preece,43667074,6700,22.919572233066535,23.309911622549507,22.952695127728937,23.783686727502914,3.4208316765770945,3.4790912869476873,22,21,1.7803750422770823,1.9218174710671891,1.0118636167277977,1.4813473975213025,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,19,1,primary_christopher_bell,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.04336542032040238,alex_bowman,Alex Bowman,43667072,7000,26.289803120954698,26.944985899655943,26.387367487982477,27.333434117696925,3.7556861601363853,3.8492836999508495,20,19,3.1385536760318016,2.5785499569955377,1.686111036055428,1.9295008043129829,0.01405698108606338,0.01405698108606338,0.01405698108606338,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,19,2,primary_christopher_bell,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.04336542032040238,bubba_wallace,Bubba Wallace,43667061,9000,40.055087557507505,41.05787504001174,40.20962093138612,41.20513817997385,4.4505652841675,4.561986115556859,14,10,4.417378951034951,4.3411784494511165,2.37312857086326,3.248456477314863,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,19,3,primary_christopher_bell,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.04336542032040238,christopher_bell,Christopher Bell,43667057,10000,78.23483146067416,44.29600316892895,44.0875271965295,44.0875271965295,7.823483146067416,4.429600316892895,12,8,5.230598723956214,6.640785528755318,76.85393258426967,42.26966292134832,0.04336542032040238,0.04336542032040238,0.04336542032040238,0,0,0,Contrarian dominator ceiling,Contrarian dominator leverage,Dominator,Not a punt
base,19,4,primary_christopher_bell,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.04336542032040238,daniel_suarez,Daniel Suarez,43667073,6900,25.008618870081293,25.488696276730067,25.08419250297552,25.949007635587094,3.624437517403086,3.6940139531492853,13,16,1.996674241925203,2.198950480552811,1.0726642977074188,1.6454506570098657,0,0,0,0,0,0,Supporting scorer,Finishing-position value,Finishing-position value,Not a punt
base,19,5,primary_christopher_bell,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.04336542032040238,denny_hamlin,Denny Hamlin,43667053,11000,52.73460062562691,56.546658848669026,73.67110504697149,83.23483146067416,4.7940546023297195,5.140605349879002,1,1,17.16332377450544,16.12406201120593,9.22057502236992,12.065459711187627,0.4696367257561897,0.12101287254518049,0.12101287254518049,0,0,0,Primary dominator A,Dominator candidate,Dominator candidate,Not a punt
base,19,6,primary_christopher_bell,Contrarian dominator ceiling,conventional_primary_control,primary_control,0.04336542032040238,zane_smith,Zane Smith,43667080,6000,19.9193099566348,20.345764325318655,19.987943502928047,20.81704083792098,3.319884992772467,3.3909607208864423,25,24,1.6622630696489018,2.0671079064587343,0.8930100918669094,1.5467942970401625,0,0,0,0,0,0,Supporting scorer,Value place differential,Value place differential,Not a punt
base,20,1,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,alex_bowman,Alex Bowman,43667072,7000,27.333434117696925,26.944985899655943,26.387367487982477,27.333434117696925,3.904776302528132,3.8492836999508495,20,19,3.1385536760318016,2.5785499569955377,3.892767387344672,3.0227606019127866,0.01405698108606338,0.01405698108606338,0.01405698108606338,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
base,20,2,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,bubba_wallace,Bubba Wallace,43667061,9000,41.20513817997385,41.05787504001174,40.20962093138612,41.20513817997385,4.5783486866637615,4.561986115556859,14,10,4.417378951034951,4.3411784494511165,4.7788072223750016,4.467636387511326,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,20,3,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,chase_elliott,Chase Elliott,43667059,9500,45.90241770442171,46.20403503463374,44.92769402301398,45.90241770442171,4.831833442570706,4.8635826352246045,10,6,8.076456946788753,4.8553795509701105,6.86362024119256,4.858916986941237,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,20,4,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,daniel_suarez,Daniel Suarez,43667073,6900,25.949007635587094,25.488696276730067,25.08419250297552,25.949007635587094,3.760725744287985,3.6940139531492853,13,16,1.996674241925203,2.198950480552811,2.96759783896373,2.6824626129914737,0,0,0,0,0,0,Supporting scorer,Finishing-position value,Finishing-position value,Not a punt
base,20,5,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,ross_chastain,Ross Chastain,43667071,7100,27.236371597805345,26.82466195316335,26.307195151948044,27.236371597805345,3.836108675747232,3.7781214018539933,18,18,2.841528770077348,2.476177245875583,3.667346553705038,2.932299909731296,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
base,20,6,strategy_disruption,Caution / strategy disruption,conventional_disruption,disruption,0.22018348623853212,tyler_reddick,Tyler Reddick,43667056,10200,47.23363198033559,48.82658309145105,46.75740207683389,47.23363198033559,4.630748233366234,4.786919910926573,7,5,9.452563876236615,12.140982494204218,7.5431108408707805,9.661898378039753,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
chatter,1,1,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,brad_keselowski,Brad Keselowski,43667068,7700,38.47988003837114,39.37836950096799,38.47988003837114,39.462618327990576,4.997387017970278,5.114073961164674,23,15,4.371460900083042,4.9588983909938396,2.544653042260157,3.977148395124661,0.024500038828520174,0.024500038828520174,0.024500038828520174,0,0,0,Contrarian dominator ceiling,Mid-tier place differential,Mid-tier place differential,Not a punt
chatter,1,2,primary_denny_hamlin,Primary dominator A,conventional_primary_control,primary_control,0.12101287254518049,bubba_wallace,Bubba Wallace,43667061,9000,40.53962093138612,41.387875040011735,40.53962093138612,41.53513817997385,4.5044023257095684,4.598652782223526,14,10,4.417378951034951,4.3411784494511165,2.571382209172576,3.4817230646510584,0,0,0,0,0,0,Supporting scorer,Finishing-position scorer,Finishing-position scorer,Not a punt
