strategy,forecast_runner,evaluation_runner,routed_specialists,finish_winner,finish_podium,checkpoint_generation,checkpoint_races,activated_at
rolling,_Step_3B_NASCAR_ROLLING_INCREMENTAL_forecast_runner.Rmd,_Step_4B_NASCAR_ROLLING_INCREMENTAL_backtest_runner.Rmd,annual,rolling,annual,20260721T114859_23388_869852,57,2026-07-21 22:18:43
