season,round,event_id,race_id,driver_id,race_name,race_date,track_id,track_name,track_primary_family,track_cluster_id,driver_name,car_number,owner_id,owner_name,manufacturer_id,manufacturer,field_size,target_qualifying_position,predicted_qualifying_position,predicted_qualifying_rank,predicted_qualifying_speed_deficit_pct,qualifying_route,target_finish_position,target_win,target_top3,predicted_finish_score,predicted_finish_position,predicted_finish_rank,finish_route,win_probability,top3_probability,win_probability_rank,top3_probability_rank,probability_route,target_points,target_stage_points,predicted_points,predicted_points_rank,points_route,actual_winner_odds_american,actual_winner_odds_decimal,actual_winner_market_probability,actual_winner_sportsbook,actual_winner_odds_as_of,actual_winner_odds_source,actual_winner_odds_quality,chatter_proxy_composite,chatter_proxy_points_nudge,chatter_proxy_finish_nudge,chatter_source_ids,chatter_coding_notes,chatter_signal_status,chatter_additive_applied,chatter_multiplicative_applied
2025,1,cup_2025_r01,5546,ross_chastain,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ross Chastain,1,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,9,16.960182973055026,21,1.1183764431162149,drafting_superspeedway,40,0,0,0.2944787017120357,13.97130413793131,15,drafting_superspeedway,0.02672494799839134,0.11674321561176149,7,11,drafting_superspeedway,1,0,24.001585384926692,12,drafting_superspeedway,,,,,,,,0.0506,0.2025,-0.0759,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,noah_gragson,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Noah Gragson,4,front_row_motorsports,Front Row Motorsports,ford,Ford,41,32,18.964117145166977,22,1.356742444960621,drafting_superspeedway,28,0,0,0.2316265203109711,17.67102355020047,26,drafting_superspeedway,0.00215449220046867,0.05668008797903395,39,17,drafting_superspeedway,9,0,17.35771139876411,24,drafting_superspeedway,,,,,,,,-0.0169,-0.0675,0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,josh_berry,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Josh Berry,21,wood_brothers_racing,Wood Brothers Racing,ford,Ford,41,29,19.274845903992308,23,1.491299912659672,drafting_superspeedway,37,0,0,0.2212441809572433,18.370240017934307,31,drafting_superspeedway,0.00877736964160182,0.03087554440656655,26,27,drafting_superspeedway,1,0,15.014761178873655,30,drafting_superspeedway,,,,,,,,0.0506,0.2025,-0.0759,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,ryan_preece,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ryan Preece,60,rfk_racing,RFK Racing,ford,Ford,41,27,19.30897513996231,24,1.296392241446522,drafting_superspeedway,32,0,0,0.22786330797538967,17.921334146987256,30,drafting_superspeedway,0.00391619328131843,0.02524017086032395,33,30,drafting_superspeedway,5,0,17.27841177680591,25,drafting_superspeedway,,,,,,,,0,0,-0,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,daniel_suarez,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Daniel Suarez,99,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,36,20.017554689879113,25,1.1530415925665172,drafting_superspeedway,13,0,0,0.25574110293128977,16.147962289944413,21,drafting_superspeedway,0.01486596646134573,0.09715258869115669,13,12,drafting_superspeedway,29,0,20.008265466242435,20,drafting_superspeedway,,,,,,,,0.0169,0.0675,-0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,shane_van_gisbergen,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Shane van Gisbergen,88,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,26,20.337418534730347,26,1.4020592960996896,drafting_superspeedway,33,0,0,0.22915790118078824,17.83482654547193,27,drafting_superspeedway,0.0107646323450802,0.02558256127930762,20,29,drafting_superspeedway,4,0,5.520785999298095,39,drafting_superspeedway,,,,,,,,0.0844,0.3375,-0.1266,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,ricky_stenhouse_jr,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ricky Stenhouse Jr.,47,hyak_motorsports,Hyak Motorsports,chevrolet,Chevrolet,41,31,21.818623383442116,27,2.6817935380621227,drafting_superspeedway,18,0,0,0.2607975686853245,15.845641357468388,17,drafting_superspeedway,0.00950335641741438,0.03676188094801586,23,23,drafting_superspeedway,26,0,18.329208102821084,23,drafting_superspeedway,,,,,,,,0.1312,0.525,-0.1969,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,aj_allmendinger,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,A.J. Allmendinger,16,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,41,13,21.86009261470655,28,1.3559867951555522,drafting_superspeedway,41,0,0,0.2477042224308681,16.640393314176922,24,drafting_superspeedway,0.00881991108758776,0.06903082722385362,24,15,drafting_superspeedway,1,0,6.247221333218704,38,drafting_superspeedway,,,,,,,,0.0169,0.0675,-0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,riley_herbst,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Riley Herbst,35,23xi_racing,23XI Racing,toyota,Toyota,41,24,22.30827602004184,29,1.3758467886133463,drafting_superspeedway,17,0,0,0.20309043239022231,19.659971781145057,38,drafting_superspeedway,0.00425038081645954,0.04752401961206239,31,21,drafting_superspeedway,20,0,5.475535678863525,40,drafting_superspeedway,,,,,,,,,,,,,proxy_unaudited_not_applied,0,1
2025,1,cup_2025_r01,5546,cole_custer,DAYTONA 500,2025-02-16,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Cole Custer,41,haas_factory_team,Haas Factory Team,ford,Ford,41,30,22.342570542314387,30,2.9013415012045174,drafting_superspeedway,21,0,0,0.21570472707406463,18.75455419603542,32,drafting_superspeedway,0.00285011133412077,0.01685234966213429,36,34,drafting_superspeedway,16,0,12.859446598628526,35,drafting_superspeedway,,,,,,,,-0.0169,-0.0675,0.0253,2025_R01_DAYTONA_500_S01;2025_R01_DAYTONA_500_S04;2025_R01_DAYTONA_500_S05,Proxy coded from results/form/track-fit scaffold; review against pre-race article/odds before modeling.,proxy_unaudited_not_applied,0,1
