season,round,driver_id,event_id,race_id.x,race_name,track_id,track_name,track_primary_family,track_cluster_id,driver_name,car_number,owner_id,owner_name,manufacturer_id,manufacturer,field_size,target_qualifying_position,target_qualifying_speed_deficit_pct,predicted_qualifying_position,predicted_qualifying_rank,qualifying_route,training_races,evaluated_at,target_finish_position,target_win,target_top3,predicted_finish_score,predicted_finish_position,predicted_finish_rank,finish_route,win_probability,top3_probability,win_probability_rank,top3_probability_rank,probability_route,target_points,target_stage_points,predicted_points,predicted_points_rank,actual_points_rank,points_route,scheduled_laps,laps_led_modeled_share,fastest_laps_modeled_share,race_id.y,actual_start_position,actual_finish_position,actual_laps_led,actual_fastest_laps,official_dk_points,projected_laps_led,projected_fastest_laps,projected_finish_points,projected_place_diff_prequal,projected_place_diff_postqual,projected_dk_points_prequal,projected_dk_points_postqual,actual_dk_finish_points,actual_dk_place_diff,inferred_fastest_laps,actual_dk_points_calculated,actual_dk_points,actual_dk_points_source,actual_dk_rank,projected_dk_rank_prequal,projected_dk_rank_postqual
2025,1,william_byron,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,William Byron,24,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,41,5,,11.18365032414486,2,drafting_superspeedway,252,2026-07-21 10:20:45,1,1,1,0.3900376184000409,9.775095366640882,1,drafting_superspeedway,0.0666164188809284,0.23669458454081188,4,1,drafting_superspeedway,41,0,29.755586017349803,1,3,drafting_superspeedway,200,0.05671889397431784,0.026048801820236844,5546,5,1,10,1,,11.343778794863567,5.209760364047368,45,1,4,51.18033686253721,54.18033686253721,45,4,,51.95,51.95,nascar_components,8,2,6
2025,1,ryan_blaney,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ryan Blaney,12,team_penske,Team Penske,ford,Ford,41,16,,13.35081367802171,7,drafting_superspeedway,252,2026-07-21 10:20:45,7,0,0,0.35883743482146524,10.984155663964955,2,drafting_superspeedway,0.07519308295015802,0.2157694331041298,3,2,drafting_superspeedway,48,0,27.975578185488722,2,1,drafting_superspeedway,200,0.04993560720513501,0.024846897784485882,5546,16,7,23,2,,9.9871214410270035,4.969379556897176,42,5,14,51.73300116086048,60.73300116086048,37,9,,52.65,52.65,nascar_components,5,1,1
2025,1,joey_logano,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Joey Logano,22,team_penske,Team Penske,ford,Ford,41,10,,9.146241999725802,1,drafting_superspeedway,252,2026-07-21 10:20:45,35,0,0,0.3586330370165257,10.992550451746425,3,drafting_superspeedway,0.13067784194077317,0.19828843222282916,1,3,drafting_superspeedway,15,0,25.149429813662067,7,23,drafting_superspeedway,200,0.049403358255855255,0.01343674362491909,5546,10,35,43,5,,9.88067165117105,2.687348724983818,41,-2,7,42.67947483903548,51.67947483903548,6,-25,,-6,-6,nascar_components,38,7,7
2025,1,chase_elliott,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Chase Elliott,9,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,41,17,,12.833598769320592,5,drafting_superspeedway,252,2026-07-21 10:20:45,15,0,0,0.33536562398054093,11.9913279117768,4,drafting_superspeedway,0.03502975291975312,0.1855651352681375,7,5,drafting_superspeedway,30,0,24.803933926211517,8,11,drafting_superspeedway,200,0.03040579920222272,0.02372109155668928,5546,17,15,2,2,,6.081159840444544,4.744218311337856,40,1,13,44.65518820021317,56.65518820021317,28,2,,31.4,31.4,nascar_components,16,6,3
2025,1,kyle_larson,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Kyle Larson,5,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,41,22,,12.274705321647096,4,drafting_superspeedway,252,2026-07-21 10:20:45,20,0,0,0.33303830309793986,12.096092554499291,5,drafting_superspeedway,0.07869219200588953,0.1899794225361308,2,4,drafting_superspeedway,17,0,25.599110414794836,6,20,drafting_superspeedway,200,0.038294537017006594,0.027097584995039215,5546,22,20,0,1,,7.658907403401319,5.419516999007843,39,-1,17,42.35350950040386,60.35350950040386,23,2,,25.45,25.45,nascar_components,20,8,2
2025,1,christopher_bell,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Christopher Bell,20,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,41,20,,13.299940245267466,6,drafting_superspeedway,252,2026-07-21 10:20:45,31,0,0,0.3238672385552947,12.517915777619606,6,drafting_superspeedway,0.03365534121661846,0.14461320700279007,8,7,drafting_superspeedway,12,0,26.904635403376233,3,27,drafting_superspeedway,200,0.03796158374160426,0.026480984168241455,5546,20,31,0,2,,7.592316748320852,5.296196833648291,38,0,14,42.28136776222195,56.28136776222195,10,-11,,-0.09999999999999998,-0.09999999999999998,nascar_components,35,9,4
2025,1,denny_hamlin,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Denny Hamlin,11,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,41,8,,14.97674180108656,12,drafting_superspeedway,252,2026-07-21 10:20:45,24,0,0,0.3163778097202409,12.873280587027176,7,drafting_superspeedway,0.03609371696174204,0.11777860003609825,6,10,drafting_superspeedway,13,0,25.627050563669165,5,26,drafting_superspeedway,200,0.042504249733490054,0.02414162191425025,5546,8,24,6,1,,8.500849946698011,4.82832438285005,37,5,1,46.29795845895702,42.29795845895702,18,-16,,3.95,3.95,nascar_components,32,5,11
2025,1,bubba_wallace,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Bubba Wallace,23,23xi_racing,23XI Racing,toyota,Toyota,41,3,,16.160238149672256,15,drafting_superspeedway,252,2026-07-21 10:20:45,29,0,0,0.30188229729687366,13.589987758353727,8,drafting_superspeedway,0.02094175282641542,0.07225229380576759,17,16,drafting_superspeedway,10,0,25.664992981865144,4,29,drafting_superspeedway,200,0.04781483254214139,0.021151136299211556,5546,3,29,18,0,,9.562966508428278,4.230227259842311,36,7,-5,47.29434389403611,35.29434389403611,13,-26,,-8.5,-8.5,nascar_components,39,4,16
2025,1,chris_buescher,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Chris Buescher,17,rfk_racing,RFK Racing,ford,Ford,41,6,,18.2466384836792,19,drafting_superspeedway,252,2026-07-21 10:20:45,10,0,0,0.29421800180002666,13.984924553218493,9,drafting_superspeedway,0.03217765465709887,0.08802638133502912,11,14,drafting_superspeedway,32,0,24.349624952911636,10,8,drafting_superspeedway,200,0.033150821361584516,0.020450839195133894,5546,6,10,0,2,,6.630164272316903,4.090167839026779,35,10,-3,48.49811659564128,35.49811659564128,34,-4,,30.9,30.9,nascar_components,17,3,14
2025,1,austin_cindric,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Austin Cindric,2,team_penske,Team Penske,ford,Ford,41,2,,12.229205773604775,3,drafting_superspeedway,252,2026-07-21 10:20:45,8,0,0,0.2919045425683476,14.106375778981802,10,drafting_superspeedway,0.03329066526438585,0.13856747265575936,10,8,drafting_superspeedway,38,0,24.49180904050762,9,4,drafting_superspeedway,200,0.09626440510173619,0.017681466215675203,5546,2,8,59,0,,19.25288102034724,3.5362932431350407,34,-7,-8,33.40455221449758,32.40455221449758,36,-6,,44.75,44.75,nascar_components,10,17,17
2025,1,kyle_busch,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Kyle Busch,8,richard_childress_racing,Richard Childress Racing,chevrolet,Chevrolet,41,21,,15.6024727421334,14,drafting_superspeedway,252,2026-07-21 10:20:45,34,0,0,0.28145572548235287,14.668188544373091,11,drafting_superspeedway,0.01156449598250688,0.05368815420018134,26,17,drafting_superspeedway,4,0,22.531624453452935,15,33,drafting_superspeedway,200,0.02258971982018001,0.01846581694967115,5546,21,34,0,3,,4.517943964036002,3.69316338993423,32,3,10,37.791409516479405,44.791409516479405,7,-13,,-4.65,-4.65,nascar_components,37,12,10
2025,1,ross_chastain,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ross Chastain,1,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,9,,17.636676951555394,18,drafting_superspeedway,252,2026-07-21 10:20:45,40,0,0,0.2792152456058498,14.79153825623036,12,drafting_superspeedway,0.02784879980823111,0.09429509433340594,13,13,drafting_superspeedway,1,0,23.493392082772154,11,35,drafting_superspeedway,200,0.03951012855848393,0.020035797008221348,5546,9,40,0,0,,7.902025711696786,4.0071594016442695,31,6,-3,40.778728158664116,31.778728158664116,1,-31,,-30,-30,nascar_components,41,11,18
2025,1,tyler_reddick,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Tyler Reddick,45,23xi_racing,23XI Racing,toyota,Toyota,41,11,,13.951493854965722,9,drafting_superspeedway,252,2026-07-21 10:20:45,2,0,1,0.2780102376815684,14.85830843447444,13,drafting_superspeedway,0.04615844118664915,0.14846011994240904,5,6,drafting_superspeedway,38,0,23.473824911177967,12,5,drafting_superspeedway,200,0.0320946469018078,0.02274858532856918,5546,11,2,0,3,,6.4189293803615595,4.549717065713836,30,-4,-2,29.652105024661616,31.652105024661616,42,9,,52.35,52.35,nascar_components,7,19,19
2025,1,alex_bowman,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Alex Bowman,48,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,41,38,,14.542083349635757,11,drafting_superspeedway,252,2026-07-21 10:20:45,6,0,0,0.27157624825765386,15.21995393962867,14,drafting_superspeedway,0.03329136089036894,0.10019148622272048,9,11,drafting_superspeedway,42,0,23.130823356841248,13,2,drafting_superspeedway,200,0.015949036359219355,0.020745275534665944,5546,38,6,11,2,,3.189807271843871,4.149055106933189,29,-3,24,28.664526616080906,55.664526616080906,38,32,,73.65,73.65,nascar_components,2,20,5
2025,1,brad_keselowski,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Brad Keselowski,6,rfk_racing,RFK Racing,ford,Ford,41,34,,18.643050503708455,21,drafting_superspeedway,252,2026-07-21 10:20:45,26,0,0,0.27140052125040015,15.229953833559945,15,drafting_superspeedway,0.02618735125011725,0.096676935415815,14,12,drafting_superspeedway,20,0,22.589854587155124,14,17,drafting_superspeedway,200,0.03496262896250636,0.022371191691764103,5546,34,26,0,7,,6.992525792501272,4.474238338352821,28,6,19,37.761538700384094,50.761538700384094,16,8,,27.15,27.15,nascar_components,19,13,8
2025,1,michael_mcdowell,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Michael McDowell,71,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,41,25,,13.64930913955803,8,drafting_superspeedway,252,2026-07-21 10:20:45,11,0,0,0.25980880741340334,15.904309850116084,16,drafting_superspeedway,0.01855639721103415,0.04132680036353968,19,25,drafting_superspeedway,27,0,19.33688124129199,20,13,drafting_superspeedway,200,0.024100759581268966,0.019567039679601245,5546,25,11,4,12,,4.820151916253793,3.913407935920249,27,-8,9,21.96607155022756,38.96607155022756,32,14,,52.4,52.4,nascar_components,6,24,12
2025,1,daniel_suarez,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Daniel Suarez,99,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,36,,21.64128916406124,26,drafting_superspeedway,252,2026-07-21 10:20:45,13,0,0,0.25866403647997865,15.972506617332256,17,drafting_superspeedway,0.02116184601927718,0.13057194575094283,16,9,drafting_superspeedway,29,0,19.666551179438233,19,12,drafting_superspeedway,200,0.013115640631606649,0.02010197889896477,5546,36,13,0,11,,2.6231281263213297,4.020395779792954,26,9,19,37.46496013248716,47.46496013248716,30,23,,57.95,57.95,nascar_components,3,14,9
2025,1,todd_gilliland,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Todd Gilliland,34,front_row_motorsports,Front Row Motorsports,ford,Ford,41,14,,13.982219669456844,10,drafting_superspeedway,252,2026-07-21 10:20:45,27,0,0,0.2561772560673592,16.12165938642674,18,drafting_superspeedway,0.01761834605495801,0.04562465208647463,20,23,drafting_superspeedway,16,0,19.804804281265337,18,21,drafting_superspeedway,200,0.012888517772291008,0.01686200568041616,5546,14,27,0,2,,2.5777035544582017,3.372401136083232,25,-8,-4,19.162006399852004,23.162006399852004,15,-13,,2.9,2.9,nascar_components,33,25,21
2025,1,ricky_stenhouse_jr,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ricky Stenhouse Jr.,47,hyak_motorsports,Hyak Motorsports,chevrolet,Chevrolet,41,31,,24.855223782459447,34,drafting_superspeedway,252,2026-07-21 10:20:45,18,0,0,0.25245821503451615,16.347324062768283,19,drafting_superspeedway,0.03209862293708059,0.0494649483277778,12,20,drafting_superspeedway,26,0,16.4890129715192,31,14,drafting_superspeedway,200,0.01830882002017645,0.01919089539549692,5546,31,18,0,7,,3.66176400403529,3.8381790790993837,24,15,12,41.642621586603546,38.642621586603546,25,13,,41.15,41.15,nascar_components,12,10,13
2025,1,chase_briscoe,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Chase Briscoe,19,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,41,1,0,16.4015306195171,17,drafting_superspeedway,252,2026-07-21 10:20:45,4,0,0,0.2518930253657303,16.381894159892862,20,drafting_superspeedway,0.0253355186421068,0.04848686006878894,15,21,drafting_superspeedway,33,0,21.566358391755024,16,7,drafting_superspeedway,200,0.08803512895028265,0.02679000579749827,5546,1,4,4,3,,17.60702579005653,5.358001159499654,23,-3,-19,26.812856969288976,10.812856969288976,40,-3,,39.35,39.35,nascar_components,13,21,29
2025,1,aj_allmendinger,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,A.J. Allmendinger,16,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,41,13,,22.202822660025152,27,drafting_superspeedway,252,2026-07-21 10:20:45,41,0,0,0.24944474213330264,16.532490801394182,21,drafting_superspeedway,0.01943389775991082,0.08442415078371593,18,15,drafting_superspeedway,1,0,7.731561476422439,39,39,drafting_superspeedway,200,0.014462427785392362,0.02920028744901371,5546,13,41,0,1,,2.8924855570784724,5.840057489802742,21,6,-8,30.351147259680854,16.351147259680854,1,-28,,-26.55,-26.55,nascar_components,40,18,25
2025,1,justin_haley,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Justin Haley,7,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,41,35,,26.182394894323053,35,drafting_superspeedway,252,2026-07-21 10:20:45,19,0,0,0.24173057248462787,17.016111009332572,22,drafting_superspeedway,0.00711863103793402,0.03021270230809972,33,27,drafting_superspeedway,18,0,18.526185207890585,23,19,drafting_superspeedway,200,0.011701263390920808,0.020431691420693447,5546,35,19,0,8,,2.3402526781841617,4.086338284138689,20,13,13,35.42391539740845,35.42391539740845,24,16,,43.6,43.6,nascar_components,11,16,15
2025,1,ty_gibbs,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ty Gibbs,54,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,41,23,,15.52328558725278,13,drafting_superspeedway,252,2026-07-21 10:20:45,16,0,0,0.24015000038496465,17.116933865178623,23,drafting_superspeedway,0.01433277627189245,0.05007303545176349,23,19,drafting_superspeedway,21,0,19.95848945006432,17,16,drafting_superspeedway,200,0.012348115710140679,0.019050139241259936,5546,23,16,0,3,,2.469623142028136,3.810027848251987,19,-10,0,11.331918317220428,21.331918317220428,27,7,,35.35,35.35,nascar_components,14,31,23
2025,1,erik_jones,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Erik Jones,43,legacy_motor_club,Legacy Motor Club,toyota,Toyota,41,4,,28.650799516095752,39,drafting_superspeedway,252,2026-07-21 10:20:45,12,0,0,0.227533041369249,17.94347039395746,24,drafting_superspeedway,0.01494944524551174,0.02204338483754497,21,33,drafting_superspeedway,31,0,18.188951580891775,24,10,drafting_superspeedway,200,0.04239160531981269,0.023594965124242286,5546,4,12,0,3,,8.478321063962538,4.718993024848457,18,15,-20,37.24312712717244,2.24312712717244,31,-8,,24.35,24.35,nascar_components,21,15,34
2025,1,cole_custer,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Cole Custer,41,haas_factory_team,Haas Factory Team,ford,Ford,41,30,,22.502495632439885,29,drafting_superspeedway,252,2026-07-21 10:20:45,21,0,0,0.2249760306383747,18.115782935938416,25,drafting_superspeedway,0.00696861167783712,0.0176150187534912,36,36,drafting_superspeedway,16,0,13.613771463969712,34,22,drafting_superspeedway,200,0.009446852318542615,0.016907289936085274,5546,30,21,0,0,,1.889370463708523,3.381457987217055,17,4,5,22.993998710174804,23.993998710174804,21,9,,30,30,nascar_components,18,23,20
2025,1,austin_dillon,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Austin Dillon,3,richard_childress_racing,Richard Childress Racing,chevrolet,Chevrolet,41,15,,16.29249887465201,16,drafting_superspeedway,252,2026-07-21 10:20:45,23,0,0,0.22387972983674273,18.19016664650303,26,drafting_superspeedway,0.01152416741964839,0.02291886804752195,27,31,drafting_superspeedway,14,0,18.807539698005332,21,25,drafting_superspeedway,200,0.006910302003795684,0.01673736108953566,5546,15,23,0,2,,1.3820604007591368,3.3474722179071317,16,-10,-11,7.851877598247993,6.851877598247993,19,-8,,11.9,11.9,nascar_components,27,33,31
2025,1,shane_van_gisbergen,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Shane van Gisbergen,88,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,26,,21.290896012757692,25,drafting_superspeedway,252,2026-07-21 10:20:45,33,0,0,0.22346409000258083,18.218447475660977,27,drafting_superspeedway,0.01250458617588036,0.05358125114008127,24,18,drafting_superspeedway,4,0,5.014562249183655,41,34,drafting_superspeedway,200,0.011766814185386356,0.02806295814599426,5546,26,33,0,0,,2.3533628370772712,5.612591629198852,15,-2,-1,16.1140069424088,17.1140069424088,8,-7,,1,1,nascar_components,34,28,24
2025,1,carson_hocevar,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Carson Hocevar,77,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,41,33,,23.25243838899204,30,drafting_superspeedway,252,2026-07-21 10:20:45,30,0,0,0.2226254897392292,18.275641160267817,28,drafting_superspeedway,0.00415784010550341,0.02190349687795132,40,34,drafting_superspeedway,7,0,17.868935431683425,25,31,drafting_superspeedway,200,0.004291604496556892,0.02892117368308086,5546,33,30,1,11,,0.8583208993113784,5.784234736616172,14,2,5,18.817485856305122,21.817485856305122,12,3,,20.2,20.2,nascar_components,25,27,22
2025,1,ty_dillon,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ty Dillon,10,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,41,7,,28.626775090807477,38,drafting_superspeedway,252,2026-07-21 10:20:45,14,0,0,0.2203927568125716,18.42879352642604,29,drafting_superspeedway,0.011900275801061,0.01446700906606059,25,38,drafting_superspeedway,23,0,10.574144463430926,37,15,drafting_superspeedway,200,0.019389371517789036,0.02106312177598603,5546,7,14,3,2,,3.877874303557807,4.212624355197206,13,9,-22,24.865149535728193,-6.134850464271805,29,-7,,23.65,23.65,nascar_components,23,22,37
2025,1,ryan_preece,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Ryan Preece,60,rfk_racing,RFK Racing,ford,Ford,41,27,,21.048334900246736,24,drafting_superspeedway,252,2026-07-21 10:20:45,32,0,0,0.2186068645940802,18.55221858445169,30,drafting_superspeedway,0.00585359771277955,0.02841326589761596,37,28,drafting_superspeedway,5,0,17.566609961772954,26,32,drafting_superspeedway,200,0.006317221905691863,0.021116593790562427,5546,27,32,6,8,,1.2634443811383727,4.223318758112486,12,-6,-3,8.216354536435212,11.216354536435212,9,-5,,9.1,9.1,nascar_components,28,32,28
2025,1,noah_gragson,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Noah Gragson,4,front_row_motorsports,Front Row Motorsports,ford,Ford,41,32,,20.070891761408433,22,drafting_superspeedway,252,2026-07-21 10:20:45,28,0,0,0.21799730212006269,18.594535091844847,31,drafting_superspeedway,0.00705868108517025,0.04167376801649401,34,24,drafting_superspeedway,9,0,17.14886792914436,28,30,drafting_superspeedway,200,0.006299670683222562,0.019829744354975285,5546,32,28,2,12,,1.2599341366445125,3.965948870995057,10,-9,1,3.0996605261089036,13.099660526108902,14,4,,23.9,23.9,nascar_components,22,35,26
2025,1,corey_lajoie,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Corey LaJoie,01,rick_ware_racing,Rick Ware Racing,ford,Ford,41,12,,29.184572414570223,40,drafting_superspeedway,252,2026-07-21 10:20:45,22,0,0,0.21615255151861695,18.7231887089032,32,drafting_superspeedway,0.01103515635799753,0.02319187014603102,28,30,drafting_superspeedway,15,0,16.961042908289556,29,24,drafting_superspeedway,200,0.010454110361943544,0.01787543620912102,5546,12,22,10,4,,2.0908220723887085,3.575087241824204,9,8,-20,19.131494776918068,-8.86850522308193,20,-10,,14.3,14.3,nascar_components,26,26,39
2025,1,josh_berry,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Josh Berry,21,wood_brothers_racing,Wood Brothers Racing,ford,Ford,41,29,,20.86140977728332,23,drafting_superspeedway,252,2026-07-21 10:20:45,37,0,0,0.20909387321250184,19.223736682479004,33,drafting_superspeedway,0.00827352281825893,0.03505412828654292,31,26,drafting_superspeedway,1,0,16.076581447504637,33,38,drafting_superspeedway,200,0.007831100744405064,0.022785318829088887,5546,29,37,0,0,,1.5662201488810128,4.5570637658177775,8,-10,-4,0.4422337318382532,6.442233731838253,4,-8,,-4,-4,nascar_components,36,36,32
2025,1,john_hunter_nemechek,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,John Hunter Nemechek,42,legacy_motor_club,Legacy Motor Club,toyota,Toyota,41,18,,27.48676334535878,37,drafting_superspeedway,252,2026-07-21 10:20:45,5,0,0,0.20884072979601565,19.241934144860323,34,drafting_superspeedway,0.01010340005460597,0.01755117082719733,30,37,drafting_superspeedway,32,0,16.197299166664436,32,9,drafting_superspeedway,200,0.0059047344525087414,0.021705632973841833,5546,18,5,0,3,,1.1809468905017484,4.341126594768366,7,3,-16,12.248743690271203,-6.751256309728797,39,13,,53.35,53.35,nascar_components,4,29,38
2025,1,martin_truex_jr,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Martin Truex Jr.,56,tricon_garage,TRICON Garage,toyota,Toyota,41,39,,18.40082262077875,20,drafting_superspeedway,252,2026-07-21 10:20:45,38,0,0,0.2075905075769282,19.33206053025362,35,drafting_superspeedway,0.0148610438266635,0.0466889995300531,22,22,drafting_superspeedway,1,0,18.56366183377465,22,36,drafting_superspeedway,200,0.01576122856109309,0.021551570310246446,5546,39,38,0,1,,3.152245712218618,4.310314062049289,6,-15,4,-6.272297244023166,12.727702755976834,3,1,,4.45,4.45,nascar_components,30,40,27
2025,1,cody_ware,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Cody Ware,51,rick_ware_racing,Rick Ware Racing,ford,Ford,41,28,,32.638834999022585,41,drafting_superspeedway,252,2026-07-21 10:20:45,25,0,0,0.20654728840831185,19.407587418623947,36,drafting_superspeedway,0.00471601088410213,0.00541073216886807,39,41,drafting_superspeedway,12,0,17.234846926146886,27,28,drafting_superspeedway,200,0.00424146974965607,0.017570797282134332,5546,28,25,0,7,,0.848293949931214,3.5141594564268663,5,5,-8,11.793445242874892,-1.2065547571251065,17,3,,23.15,23.15,nascar_components,24,30,36
2025,1,jimmie_johnson,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Jimmie Johnson,84,legacy_motor_club,Legacy Motor Club,toyota,Toyota,41,40,,26.6481427344673,36,drafting_superspeedway,252,2026-07-21 10:20:45,3,0,1,0.20514908608135923,19.509277311936383,37,drafting_superspeedway,0.00700671419736424,0.01909819548558069,35,35,drafting_superspeedway,34,0,13.356824864474891,35,6,drafting_superspeedway,200,0.0066349875174007075,0.01868241608857915,5546,40,3,0,6,,1.3269975034801416,3.73648321771583,4,-1,3,5.013166823842159,9.013166823842159,41,37,,80.7,80.7,nascar_components,1,34,30
2025,1,riley_herbst,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Riley Herbst,35,23xi_racing,23XI Racing,toyota,Toyota,41,24,,23.769728599540137,31,drafting_superspeedway,252,2026-07-21 10:20:45,17,0,0,0.19529507394100165,20.241220698952457,38,drafting_superspeedway,0.00520078416744835,0.0226149135491882,38,32,drafting_superspeedway,20,0,7.459604787826538,40,18,drafting_superspeedway,200,0.005311216345722295,0.018011732270133998,5546,24,17,0,3,,1.062243269144459,3.6023464540267995,3,-7,-14,-2.113383278401826,-9.113383278401825,26,7,,34.35,34.35,nascar_components,15,37,40
2025,1,helio_castroneves,cup_2025_r01,5546,DAYTONA 500,daytona_international_speedway,Daytona International Speedway,drafting_superspeedway,cluster_1,Helio Castroneves,91,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,41,41,,23.9774866104126,32,drafting_superspeedway,252,2026-07-21 10:20:45,39,0,0,0.19407402688301928,20.333810131181934,39,drafting_superspeedway,0.01069532897505785,0.02561600419231099,29,29,drafting_superspeedway,0,0,9.94530945826802,38,41,drafting_superspeedway,200,0.0031149293298263934,0.009219601494260132,5546,41,39,0,1,,0.6229858659652787,1.8439202988520265,2,-7,2,-4.014489399025268,4.985510600974732,2,2,,4.45,4.45,nascar_components,31,38,33
