season,round,race_id,race_date,race_name,track_name,driver_id,driver_id_api,driver_name,car_number_api,manufacturer_api,sponsor,owner_name_api,owner_id_api,qualifying_order_api,qualifying_position_api,qualifying_speed_api,start_position_api,finish_position_api,laps_completed_api,points_api,playoff_points_api,stage_points_api_total,stage1_position_api,stage2_position_api,stage3_position_api,stages_with_points,practice_best_speed,practice_median_speed,practice_total_laps,practice_sessions,qualifying_best_position,qualifying_best_speed,qualifying_best_lap_time,qualifying_attempts,timed_laps,fastest_lap_time,fastest_lap_speed,median_lap_speed,average_running_position,median_running_position,pit_stop_count,median_pit_stop_duration,fastest_pit_stop_duration,pit_position_differential,track_type,restrictor_plate,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,playoff_round,has_qualifying,start_to_finish_delta_api,passing_differential_api,caution_lap_rate
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,austin_dillon,3873,Austin Dillon,3,Chevrolet,Dow,Richard Childress Racing,2765,0,14,0,14,1,207,42,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,13,13,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,darrell_wallace_jr,4025,Darrell Wallace Jr,43,Chevrolet,Click n' Close,Richard Petty Motorsports,1690,0,7,0,7,2,207,39,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,5,5,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,denny_hamlin,1361,Denny Hamlin,11,Toyota,FedEx Express,Joe Gibbs Racing,1447,0,2,0,2,3,207,35,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-1,-1,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,joey_logano,3859,Joey Logano,22,Ford,Shell Pennzoil,Team Penske,2593,0,5,0,5,4,207,41,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,1,1,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,chris_buescher,3989,Chris Buescher,37,Chevrolet,Kleenex,JTG Daugherty Racing,2912,0,21,0,21,5,207,32,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,16,16,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,paul_menard,2225,Paul Menard,21,Ford,Omnicraft Auto Parts \ Quick Lane Tire & Auto Center,Wood Brothers Racing,1560,0,16,0,16,6,207,42,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,10,10,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,ryan_blaney,4023,Ryan Blaney,12,Ford,Menards / Peak,Team Penske,1460,0,3,0,3,7,207,48,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-4,-4,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,ryan_newman,2394,Ryan Newman,31,Chevrolet,Bass Pro Shops / Cabela's,Richard Childress Racing,1632,0,13,0,13,8,207,29,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,5,5,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,michael_mcdowell,3832,Michael McDowell,34,Ford,Love's Travel Stops,Front Row Motorsports,1648,0,22,0,22,9,207,39,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,13,13,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,aj_allmendinger,3774,AJ Allmendinger,47,Chevrolet,Kroger Click List,JTG Daugherty Racing,2377,0,20,0,20,10,207,27,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,10,10,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,aric_almirola,40,Aric Almirola,10,Ford,Smithfield,Stewart-Haas Racing,2686,0,37,0,37,11,206,33,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,26,26,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,justin_marks,3836,Justin Marks,51,Chevrolet,HARRY'S,Rick Ware Racing,1430,0,29,0,29,12,206,0,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,17,17,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,trevor_bayne,3883,Trevor Bayne,6,Ford,AdvoCare,Roush Fenway Racing,2803,0,18,0,18,13,206,28,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,5,5,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,david_gilliland,1202,David Gilliland,92,Ford,RBR Enterprise,RBR Enterprises,2954,0,39,0,39,14,206,0,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,25,25,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,clint_bowyer,339,Clint Bowyer,14,Ford,Rush Truck Centers/Mobil 1,Stewart-Haas Racing,2370,0,10,0,10,15,206,22,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-5,-5,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,jamie_mcmurray,2208,Jamie McMurray,1,Chevrolet,McDonald's/Cessna,Chip Ganassi Racing,1432,0,19,0,19,16,205,21,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,3,3,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,alex_bowman,4045,Alex Bowman,88,Chevrolet,Nationwide,Hendrick Motorsports,2273,0,1,0,1,17,205,29,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-16,-16,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,martin_truex_jr,3368,Martin Truex Jr.,78,Toyota,Bass Pro Shops/5-hour ENERGY,Furniture Row Racing,1801,0,24,0,24,18,205,30,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,6,6,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,kyle_larson,4030,Kyle Larson,42,Chevrolet,Credit One Bank,Chip Ganassi Racing,1683,0,38,0,38,19,204,18,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,19,19,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,gray_gaulding,4103,Gray Gaulding,23,Toyota,TBD,BK Racing,2768,0,34,0,34,20,204,17,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,14,14,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,jeffrey_earnhardt,3894,Jeffrey Earnhardt,00,Chevrolet,VRX Simulators,StarCom Racing,2944,0,27,0,27,21,204,16,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,6,6,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,mark_thompson,3307,Mark Thompson,66,Ford,Phoenix Air Racing,Phoenix Air Racing,2953,0,40,0,40,22,203,15,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,18,18,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,william_byron,4184,William Byron,24,Chevrolet,Axalta,Hendrick Motorsports,1581,0,33,0,33,23,203,14,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,10,10,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,dj_kennington,3709,D.J. Kennington,96,Toyota,Lordco / Castrol,Gaunt Brothers Racing,2914,0,30,0,30,24,201,13,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,6,6,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,kyle_busch,454,Kyle Busch,18,Toyota,M&M's,Joe Gibbs Racing,1524,0,12,0,12,25,200,12,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-13,-13,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,kurt_busch,453,Kurt Busch,41,Ford,Haas Automation / Monster Energy,Stewart-Haas Racing,2767,0,11,0,11,26,198,21,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-15,-15,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,matt_dibenedetto,3916,Matt DiBenedetto,32,Ford,The Hurricane Heist,GO FAS Racing,2688,0,36,0,36,27,198,10,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,9,9,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,brendan_gaughan,1165,Brendan Gaughan,62,Chevrolet,Beard Motorsports,Beard Motorsports,2794,0,25,0,25,28,198,9,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-3,-3,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,ricky_stenhouse_jr,3888,Ricky Stenhouse Jr.,17,Ford,Fastenal,Roush Fenway Racing,1513,0,9,0,9,29,197,15,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-20,-20,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,david_ragan,2674,David Ragan,38,Ford,Speedco,Front Row Motorsports,2485,0,15,0,15,30,107,7,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-15,-15,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,kevin_harvick,1416,Kevin Harvick,4,Ford,Jimmy John's,Stewart-Haas Racing,2766,0,6,0,6,31,105,10,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-25,-25,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,brad_keselowski,1816,Brad Keselowski,2,Ford,Discount Tire,Team Penske,1547,0,31,0,31,32,102,5,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-1,-1,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,chase_elliott,4062,Chase Elliott,9,Chevrolet,NAPA Auto Parts,Hendrick Motorsports,2952,0,4,0,4,33,101,7,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-29,-29,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,kasey_kahne,1772,Kasey Kahne,95,Chevrolet,Procore,Leavine Family Racing,2736,0,26,0,26,34,101,3,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-8,-8,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,danica_patrick,3929,Danica Patrick,7,Chevrolet,GoDaddy,Premium Motorsports,2684,0,28,0,28,35,101,2,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-7,-7,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,erik_jones,4059,Erik Jones,20,Toyota,DeWalt,Joe Gibbs Racing,1550,0,8,0,8,36,59,1,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-28,-28,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,daniel_suarez,4113,Daniel Suarez,19,Toyota,ARRIS,Joe Gibbs Racing,2810,0,17,0,17,37,59,1,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-20,-20,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,jimmie_johnson,1717,Jimmie Johnson,48,Chevrolet,Lowe's for Pros,Hendrick Motorsports,1707,0,35,0,35,38,59,1,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-3,-3,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,ty_dillon,4013,Ty Dillon,13,Chevrolet,GEICO,Germain Racing,2482,0,23,0,23,39,59,1,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-16,-16,0.178743961352657
2018,1,4676,2018-02-18,DAYTONA 500,Daytona International Speedway,corey_lajoie,4096,Corey Lajoie,72,Chevrolet,Schluter Systems,TriStar Motorsports,2894,0,32,0,32,40,8,1,,,,,,,,,,,,,,,,,,,,,,,,,superspeedway,TRUE,500,517.5,200,207,60,60,87,40,24,14,8,37,150.545,03:26:15,0.26,,,-8,-8,0.178743961352657
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,kevin_harvick,1416,Kevin Harvick,4,Ford,Jimmy John's,Stewart-Haas Racing,2766,2,3,184.388,3,1,325,56,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,2,2,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,brad_keselowski,1816,Brad Keselowski,2,Ford,AutoTrader,Team Penske,1547,32,5,183.856,5,2,325,53,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,3,3,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,clint_bowyer,339,Clint Bowyer,14,Ford,Haas Automation,Stewart-Haas Racing,2370,15,9,182.284,9,3,325,45,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,6,6,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,denny_hamlin,1361,Denny Hamlin,11,Toyota,FedEx Express,Joe Gibbs Racing,1447,20,12,182.952,12,4,325,40,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,8,8,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,martin_truex_jr,3368,Martin Truex Jr.,78,Toyota,Bass Pro Shops/5-hour ENERGY,Furniture Row Racing,1801,27,35,0,35,5,325,39,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,30,30,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,joey_logano,3859,Joey Logano,22,Ford,Shell Pennzoil,Team Penske,2593,24,16,182.129,16,6,325,39,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,10,10,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,kyle_busch,454,Kyle Busch,18,Toyota,M&M's,Joe Gibbs Racing,1524,34,1,184.652,1,7,325,43,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-6,-6,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,kurt_busch,453,Kurt Busch,41,Ford,Haas Automation / Monster Energy,Stewart-Haas Racing,2767,11,7,183.485,7,8,325,41,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-1,-1,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,kyle_larson,4030,Kyle Larson,42,Chevrolet,Credit One Bank,Chip Ganassi Racing,1683,16,8,183.449,8,9,325,36,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-1,-1,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,chase_elliott,4062,Chase Elliott,9,Chevrolet,NAPA Auto Parts,Hendrick Motorsports,2952,8,27,181.082,27,10,325,27,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,17,17,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,erik_jones,4059,Erik Jones,20,Toyota,DeWalt,Joe Gibbs Racing,1550,12,10,181.052,10,11,325,26,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-1,-1,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,ryan_blaney,4023,Ryan Blaney,12,Ford,DEX Imaging,Team Penske,1460,6,26,181.55,26,12,325,25,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,14,14,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,aric_almirola,40,Aric Almirola,10,Ford,Smithfield,Stewart-Haas Racing,2686,18,11,183.43,11,13,325,33,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-2,-2,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,austin_dillon,3873,Austin Dillon,3,Chevrolet,Dow,Richard Childress Racing,2765,31,25,181.753,25,14,324,23,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,11,11,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,daniel_suarez,4113,Daniel Suarez,19,Toyota,ARRIS,Joe Gibbs Racing,2810,29,4,184.229,4,15,324,23,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-11,-11,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,ricky_stenhouse_jr,3888,Ricky Stenhouse Jr.,17,Ford,Ford,Roush Fenway Racing,1513,10,6,183.722,6,16,324,21,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-10,-10,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,paul_menard,2225,Paul Menard,21,Ford,Menards / Moen,Wood Brothers Racing,1560,4,15,182.464,15,17,324,20,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-2,-2,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,william_byron,4184,William Byron,24,Chevrolet,Liberty University,Hendrick Motorsports,1581,26,23,180.804,23,18,323,19,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,5,5,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,jamie_mcmurray,2208,Jamie McMurray,1,Chevrolet,TBD,Chip Ganassi Racing,1432,9,13,182.825,13,19,323,18,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-6,-6,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,alex_bowman,4045,Alex Bowman,88,Chevrolet,Nationwide,Hendrick Motorsports,2273,5,18,181.634,18,20,322,17,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-2,-2,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,kasey_kahne,1772,Kasey Kahne,95,Chevrolet,Procore Habitat for Humanity,Leavine Family Racing,2736,28,14,182.507,14,21,322,16,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-7,-7,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,ryan_newman,2394,Ryan Newman,31,Chevrolet,Bass Pro Shops / Cabela's,Richard Childress Racing,1632,36,2,184.419,2,22,322,15,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-20,-20,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,david_ragan,2674,David Ragan,38,Ford,FR8 Auctions,Front Row Motorsports,2485,7,29,180.117,29,23,321,14,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,6,6,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,michael_mcdowell,3832,Michael McDowell,34,Ford,Love's Travel Stops,Front Row Motorsports,1648,1,17,181.955,17,24,321,13,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-7,-7,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,chris_buescher,3989,Chris Buescher,37,Chevrolet,Kleenex,JTG Daugherty Racing,2912,19,24,181.842,24,25,321,12,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-1,-1,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,ty_dillon,4013,Ty Dillon,13,Chevrolet,GEICO,Germain Racing,2482,23,28,180.293,28,26,321,11,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,2,2,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,jimmie_johnson,1717,Jimmie Johnson,48,Chevrolet,Lowe's for Pros,Hendrick Motorsports,1707,3,22,181.236,22,27,321,10,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-5,-5,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,cole_whitt,3979,Cole Whitt,72,Chevrolet,TBA,TriStar Motorsports,2894,17,32,177.045,32,28,320,9,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,4,4,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,aj_allmendinger,3774,AJ Allmendinger,47,Chevrolet,Kroger Click List,JTG Daugherty Racing,2377,25,21,181.248,21,29,320,8,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,-8,-8,0.08615384615384615
2018,2,4677,2018-02-25,Folds of Honor QuikTrip 500,Atlanta Motor Speedway,ross_chastain,4001,Ross Chastain,15,Chevrolet,LowT Center,Premium Motorsports,2684,33,34,174.362,34,30,319,0,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,FALSE,500.5,500.5,325,325,85,85,155,36,24,8,5,28,143.068,03:29:54,2.69,,,4,4,0.08615384615384615
