season,round,driver_id,event_id,race_id,race_name,track_id,track_name,track_primary_family,track_cluster_id,driver_name,car_number,owner_id,owner_name,manufacturer_id,manufacturer,field_size,target_qualifying_position,target_qualifying_speed_deficit_pct,predicted_qualifying_position,predicted_qualifying_rank,qualifying_route,target_finish_position,target_win,target_top3,predicted_finish_score,predicted_finish_position,predicted_finish_rank,finish_route,win_probability,top3_probability,win_probability_rank,top3_probability_rank,probability_route,target_points,target_stage_points,predicted_points,predicted_points_rank,actual_points_rank,points_route
2025,6,aj_allmendinger,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,A.J. Allmendinger,16,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,37,10,0.7201871538985508,20.68690529265939,22,conventional_speedway,7,0,0,0.23322489744259017,16.2681710205368,20,conventional_speedway,0.00481659360400653,0.01554483554634019,22,24,conventional_speedway,34,0,15.184421940593497,25,7,conventional_speedway
2025,6,daniel_suarez,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Daniel Suarez,99,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,37,33,1.633450798069241,20.26471268735545,21,conventional_speedway,22,0,0,0.23081461068967424,16.411431364233685,21,conventional_speedway,0.00793730663352937,0.06017955563630472,18,18,conventional_speedway,15,0,18.517128766725097,21,23,conventional_speedway
2025,6,carson_hocevar,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Carson Hocevar,77,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,37,15,1.0062483342710844,18.270371697745812,18,conventional_speedway,37,0,0,0.2217800253451684,16.95973845614586,22,conventional_speedway,0.04655229612662287,0.06069522634486846,6,17,conventional_speedway,3,0,18.617084112559084,20,35,conventional_speedway
2025,6,ryan_preece,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Ryan Preece,60,rfk_racing,RFK Racing,ford,Ford,37,31,1.4723563031182387,22.34970367997485,26,conventional_speedway,9,0,0,0.2121637951506649,17.5634857721051,23,conventional_speedway,0.00224989453476574,0.01874992161489254,26,23,conventional_speedway,28,0,17.312528274785464,22,11,conventional_speedway
2025,6,michael_mcdowell,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Michael McDowell,71,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,37,26,1.275133998637799,18.369052972000723,19,conventional_speedway,20,0,0,0.19955516290059735,18.38779374504315,24,conventional_speedway,0.00152043453406914,0.00902204246297203,28,26,conventional_speedway,17,0,16.958505584053757,23,21,conventional_speedway
2025,6,zane_smith,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Zane Smith,38,front_row_motorsports,Front Row Motorsports,ford,Ford,37,17,1.0364535520743878,22.953748237151785,27,conventional_speedway,11,0,0,0.19449279000602335,18.729538539276927,25,conventional_speedway,5.430202764246065e-4,0.00579538894815131,33,28,conventional_speedway,26,0,15.930698493068428,24,13,conventional_speedway
2025,6,justin_haley,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Justin Haley,7,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,37,21,1.1377298705913663,23.51545799580905,29,conventional_speedway,10,0,0,0.17677366076367354,19.97650310091259,26,conventional_speedway,0.00210525453633806,0.01427985938182187,27,25,conventional_speedway,27,0,14.95044004691528,27,12,conventional_speedway
2025,6,shane_van_gisbergen,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Shane van Gisbergen,88,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,37,35,2.3151411057478706,21.899395933576702,25,conventional_speedway,32,0,0,0.17670753230392358,19.981308986180025,27,conventional_speedway,0.00243196886540419,0.03544722824089779,25,21,conventional_speedway,5,0,12.64119767978826,33,33,conventional_speedway
2025,6,austin_dillon,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Austin Dillon,3,richard_childress_racing,Richard Childress Racing,chevrolet,Chevrolet,37,30,1.451627232076753,20.93898155054011,23,conventional_speedway,13,0,0,0.174903145331113,20.11288991795501,28,conventional_speedway,0.0026613769628572,0.00303911708561503,24,32,conventional_speedway,24,0,14.966477091776111,26,15,conventional_speedway
2025,6,ricky_stenhouse_jr,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Ricky Stenhouse Jr.,47,hyak_motorsports,Hyak Motorsports,chevrolet,Chevrolet,37,27,1.275133998637799,23.04465748505712,28,conventional_speedway,24,0,0,0.17444728956120437,20.146269073712507,29,conventional_speedway,0.00484832546440457,0.00568734509454182,21,29,conventional_speedway,13,0,14.646898844810778,30,25,conventional_speedway
2025,6,riley_herbst,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Riley Herbst,35,23xi_racing,23XI Racing,toyota,Toyota,37,19,1.0885723592644103,25.02960807144422,32,conventional_speedway,33,0,0,0.1685060770691949,20.586402518809084,30,conventional_speedway,3.562504614662731e-4,0.00638846428104636,34,27,conventional_speedway,4,0,14.705711306706394,28,34,conventional_speedway
2025,6,john_hunter_nemechek,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,John Hunter Nemechek,42,legacy_motor_club,Legacy Motor Club,toyota,Toyota,37,7,0.5875210992330185,26.50171102241599,33,conventional_speedway,23,0,0,0.16667433130486578,20.724030465081903,31,conventional_speedway,7.817102525498923e-4,0.00107898763826807,31,34,conventional_speedway,14,0,14.550974590550762,31,24,conventional_speedway
2025,6,todd_gilliland,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Todd Gilliland,34,front_row_motorsports,Front Row Motorsports,ford,Ford,37,29,1.4267523468269667,24.1368368730245,31,conventional_speedway,30,0,0,0.16621333943231914,20.75881169731065,32,conventional_speedway,3.130353042707325e-4,0.00507975027060709,35,30,conventional_speedway,7,0,14.652834260973062,29,31,conventional_speedway
2025,6,erik_jones,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Erik Jones,43,legacy_motor_club,Legacy Motor Club,toyota,Toyota,37,28,1.278095294500866,23.650432134680305,30,conventional_speedway,15,0,0,0.15611210487308574,21.53576254993818,33,conventional_speedway,0.00105969638510901,0.00174547037871941,30,33,conventional_speedway,22,0,13.704961395978502,32,19,conventional_speedway
2025,6,ty_dillon,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Ty Dillon,10,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,37,34,1.6482572773845758,27.60191938191292,34,conventional_speedway,27,0,0,0.13524382759031933,23.23419426502903,34,conventional_speedway,5.602063087142809e-4,0.0036224620474961,32,31,conventional_speedway,10,0,10.613227579617106,34,28,conventional_speedway
2025,6,cole_custer,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Cole Custer,41,haas_factory_team,Haas Factory Team,ford,Ford,37,24,1.2354526340726777,28.08345641897231,35,conventional_speedway,28,0,0,0.1277820619433267,23.87347236816079,35,conventional_speedway,0.00138845212871379,9.7131536915773e-4,29,35,conventional_speedway,9,0,9.833575541501949,35,29,conventional_speedway
2025,6,cody_ware,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,Cody Ware,51,rick_ware_racing,Rick Ware Racing,ford,Ford,37,36,3.622257099706823,32.67709760488616,36,conventional_speedway,34,0,0,0.08929077681310367,27.461451723904197,36,conventional_speedway,2.0754964774385951e-4,4.7639451815490813e-4,37,36,conventional_speedway,3,0,9.175917371853371,36,36,conventional_speedway
2025,6,jj_yeley,cup_2025_r06,5583,Straight Talk Wireless 400,homestead_miami_speedway,Homestead-Miami Speedway,intermediate_speedway,cluster_3,J.J. Yeley,44,ny_racing_team,NY Racing Team,chevrolet,Chevrolet,37,37,6.269063342118517,35.71216238555353,37,conventional_speedway,35,0,0,0.06438854962779444,30.065167109669556,37,conventional_speedway,2.304543876627408e-4,3.2115909194468364e-4,36,37,conventional_speedway,2,0,3.183920267720282,37,37,conventional_speedway
2025,7,chase_elliott,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Chase Elliott,9,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,38,2,0.08642772351460172,10.105807336009349,3,conventional_speedway,4,0,0,0.49128225162746464,6.447670041319555,1,short_steep_oval,0.04049187812870159,0.3293869286233615,10,3,short_steep_oval,46,0,34.25316765755311,3,2,short_steep_oval
2025,7,kyle_larson,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Kyle Larson,5,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,38,4,0.18743361726056065,7.721403543549708,1,conventional_speedway,5,0,0,0.4811061593070908,6.692580824224949,2,short_steep_oval,0.18737891264869908,0.3563462331915775,1,1,short_steep_oval,35,0,35.50977088255482,2,6,short_steep_oval
2025,7,denny_hamlin,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Denny Hamlin,11,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,38,5,0.20201178749193263,12.01108437898295,7,conventional_speedway,1,1,1,0.4749660029085939,6.8448354202359845,3,short_steep_oval,0.03457218434046741,0.16702978928741313,11,8,short_steep_oval,54,0,33.10265262210309,4,1,short_steep_oval
2025,7,christopher_bell,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Christopher Bell,20,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,38,1,0,11.149254389496392,5,conventional_speedway,2,0,1,0.44289536874620566,7.698204808638355,4,short_steep_oval,0.08588221032479597,0.3041343536211111,3,4,short_steep_oval,38,0,35.70205518981599,1,5,short_steep_oval
2025,7,william_byron,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,William Byron,24,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,38,10,0.32384363871129707,8.7739369309161,2,conventional_speedway,22,0,0,0.441787252453435,7.729520366007112,5,short_steep_oval,0.07585693255766882,0.3373883461460743,4,2,short_steep_oval,15,0,32.450494612843244,5,26,short_steep_oval
2025,7,joey_logano,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Joey Logano,22,team_penske,Team Penske,ford,Ford,38,7,0.22283774496533815,10.655670013212978,4,conventional_speedway,8,0,0,0.3859572070690608,9.48378620517592,6,short_steep_oval,0.0548650097013599,0.12825655928821775,6,10,short_steep_oval,39,0,29.80377999164972,7,4,short_steep_oval
2025,7,alex_bowman,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Alex Bowman,48,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,38,3,0.10100589374597373,12.24840201626888,8,conventional_speedway,27,0,0,0.37377225793790214,9.916737018105165,7,short_steep_oval,0.04117794427822096,0.17243926755765288,9,6,short_steep_oval,19,0,30.585109928772543,6,19,short_steep_oval
2025,7,ryan_blaney,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Ryan Blaney,12,team_penske,Team Penske,ford,Ford,38,32,1.50363412957911,11.614741277765004,6,conventional_speedway,11,0,0,0.3720650119551286,9.978956626988394,8,short_steep_oval,0.09749594707627211,0.15601594215746897,2,9,short_steep_oval,31,0,28.98654516468801,8,10,short_steep_oval
2025,7,tyler_reddick,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Tyler Reddick,45,23xi_racing,23XI Racing,toyota,Toyota,38,9,0.31343065997459435,14.069427782586216,11,conventional_speedway,14,0,0,0.33132362674003357,11.585300714171584,9,short_steep_oval,0.03312247439813864,0.1977284199633744,12,5,short_steep_oval,24,0,27.531736125216327,10,14,short_steep_oval
2025,7,bubba_wallace,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Bubba Wallace,23,23xi_racing,23XI Racing,toyota,Toyota,38,8,0.24262240456505413,13.832634234496592,9,conventional_speedway,3,0,1,0.3209294994953371,12.034970748148591,10,short_steep_oval,0.04430073054454279,0.1689067672381095,8,7,short_steep_oval,42,0,28.37939959507902,9,3,short_steep_oval
2025,7,chase_briscoe,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Chase Briscoe,19,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,38,11,0.4394277026886428,15.7755527949763,12,conventional_speedway,9,0,0,0.3104391633564013,12.506501558878442,11,short_steep_oval,0.0103266936777501,0.08967572183227039,19,11,short_steep_oval,34,0,24.367371984028324,12,9,short_steep_oval
2025,7,chris_buescher,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Chris Buescher,17,rfk_racing,RFK Racing,ford,Ford,38,6,0.20201178749193263,17.26610979077467,16,conventional_speedway,24,0,0,0.3074803195685409,12.642808309411064,12,short_steep_oval,0.0077446202135458796,0.05339224972088498,22,16,short_steep_oval,13,0,25.69697111314304,11,27,short_steep_oval
2025,7,ross_chastain,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Ross Chastain,1,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,38,17,0.6653893412749755,17.161295835915894,15,conventional_speedway,6,0,0,0.2877379883006302,13.591108444159842,13,short_steep_oval,0.05140342514567495,0.08562509402591463,7,12,short_steep_oval,35,0,22.33700909590148,13,7,short_steep_oval
2025,7,kyle_busch,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Kyle Busch,8,richard_childress_racing,Richard Childress Racing,chevrolet,Chevrolet,38,12,0.46962534102506154,16.901306797929546,14,conventional_speedway,17,0,0,0.2667262773293997,14.678641624158614,14,short_steep_oval,0.02652548226022325,0.07425044038669264,14,13,short_steep_oval,20,0,21.036106019423144,15,18,short_steep_oval
2025,7,josh_berry,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Josh Berry,21,wood_brothers_racing,Wood Brothers Racing,ford,Ford,38,14,0.5091946602245083,16.391929097605562,13,conventional_speedway,32,0,0,0.26619123310772264,14.707442438248648,15,short_steep_oval,0.07086790440769457,0.04558855991886284,5,18,short_steep_oval,5,0,20.59656351557696,16,33,short_steep_oval
2025,7,brad_keselowski,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Brad Keselowski,6,rfk_racing,RFK Racing,ford,Ford,38,27,1.1381385759210316,18.341561376455584,18,conventional_speedway,26,0,0,0.2622722876129846,14.920124696098354,16,short_steep_oval,0.01143628583616656,0.07376755593214676,18,14,short_steep_oval,18,0,21.106098836759383,14,21,short_steep_oval
2025,7,austin_cindric,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Austin Cindric,2,team_penske,Team Penske,ford,Ford,38,20,0.7695191286419437,13.961123778506112,10,conventional_speedway,37,0,0,0.2561222078826827,15.26010869358712,17,short_steep_oval,0.00766136683566407,0.01518659528694133,23,20,short_steep_oval,1,0,20.170833400729393,17,36,short_steep_oval
2025,7,ty_gibbs,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Ty Gibbs,54,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,38,13,0.49982297936148024,17.431298043152594,17,conventional_speedway,13,0,0,0.24862994762202784,15.68477514615284,18,short_steep_oval,0.01277160750350384,0.02914131194923811,17,19,short_steep_oval,31,0,19.690313186075493,18,11,short_steep_oval
2025,7,ryan_preece,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Ryan Preece,60,rfk_racing,RFK Racing,ford,Ford,38,21,0.83512089468314,19.36346632654236,20,conventional_speedway,7,0,0,0.24147325028557823,16.101452862359324,19,short_steep_oval,0.01592303371340535,0.05840623225419264,16,15,short_steep_oval,35,0,18.68593330870347,19,8,short_steep_oval
2025,7,austin_dillon,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Austin Dillon,3,richard_childress_racing,Richard Childress Racing,chevrolet,Chevrolet,38,18,0.7049586604744222,19.918629348081183,22,conventional_speedway,18,0,0,0.2224864921353495,17.261328745022208,20,short_steep_oval,0.00920506176606113,0.0120548601731547,21,22,short_steep_oval,19,0,17.803590152423215,20,20,short_steep_oval
2025,7,daniel_suarez,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Daniel Suarez,99,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,38,26,1.0090176395859884,19.986816887426365,24,conventional_speedway,21,0,0,0.20563967492615548,18.36025033948544,21,short_steep_oval,0.01807392634253389,0.04899473133267015,15,17,short_steep_oval,16,0,17.34704982911287,21,25,short_steep_oval
2025,7,michael_mcdowell,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Michael McDowell,71,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,38,15,0.5800029156340485,19.89846614799582,21,conventional_speedway,12,0,0,0.19681576944621057,18.963478436357523,22,short_steep_oval,0.00223635953066804,0.00554711247518822,26,28,short_steep_oval,25,0,16.908918331444045,22,13,short_steep_oval
2025,7,carson_hocevar,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Carson Hocevar,77,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,38,29,1.3162005123185645,19.211961744843556,19,conventional_speedway,19,0,0,0.18668045438407704,19.68085416481814,23,short_steep_oval,0.00211514607080501,0.01410528663652459,27,21,short_steep_oval,18,0,15.947853739300712,25,22,short_steep_oval
2025,7,noah_gragson,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Noah Gragson,4,front_row_motorsports,Front Row Motorsports,ford,Ford,38,24,0.8944748734823176,19.982727537984474,23,conventional_speedway,29,0,0,0.1850234748162377,19.800689100674457,24,short_steep_oval,0.00159639433804017,0.01177855710206286,29,23,short_steep_oval,8,0,16.677436131892303,23,29,short_steep_oval
2025,7,zane_smith,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Zane Smith,38,front_row_motorsports,Front Row Motorsports,ford,Ford,38,19,0.744527979673869,23.16017230575023,28,conventional_speedway,16,0,0,0.182809905981148,19.961916554625784,25,short_steep_oval,6.394699047592126e-4,0.0049736976081137,33,29,short_steep_oval,21,0,15.75251418102831,26,17,short_steep_oval
2025,7,todd_gilliland,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Todd Gilliland,34,front_row_motorsports,Front Row Motorsports,ford,Ford,38,25,0.9340441926817644,21.367990966616972,26,conventional_speedway,10,0,0,0.18105190919015307,20.090896774033823,26,short_steep_oval,0.00174856165240609,0.00736552818947865,28,27,short_steep_oval,27,0,15.96628399674741,24,12,short_steep_oval
2025,7,aj_allmendinger,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,A.J. Allmendinger,16,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,38,23,0.8798967032509455,20.419919513925116,25,conventional_speedway,23,0,0,0.1784901151947555,20.280343285829776,27,short_steep_oval,0.00146345649202306,0.00429369379265897,30,31,short_steep_oval,22,0,12.226532306291087,32,15,short_steep_oval
2025,7,ricky_stenhouse_jr,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Ricky Stenhouse Jr.,47,hyak_motorsports,Hyak Motorsports,chevrolet,Chevrolet,38,34,1.944103130141413,23.59902309855532,29,conventional_speedway,20,0,0,0.16939564333160212,20.967429639941724,28,short_steep_oval,0.00531835112672896,0.00442728016868001,24,30,short_steep_oval,17,0,15.201910422136292,27,24,short_steep_oval
2025,7,shane_van_gisbergen,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Shane van Gisbergen,88,trackhouse_racing,Trackhouse Racing,chevrolet,Chevrolet,38,33,1.8514276193848072,22.94546833555691,27,conventional_speedway,34,0,0,0.15963041236792364,21.73112989276989,29,short_steep_oval,0.0024878379445331302,0.01124799660662464,25,24,short_steep_oval,3,0,12.426939476163922,31,34,short_steep_oval
2025,7,john_hunter_nemechek,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,John Hunter Nemechek,42,legacy_motor_club,Legacy Motor Club,toyota,Toyota,38,16,0.635191702938542,25.866483603711224,33,conventional_speedway,25,0,0,0.1566869222872555,21.966739032621664,30,short_steep_oval,7.030347375388617e-4,0.00147110916024619,32,36,short_steep_oval,18,0,14.12534960527766,28,23,short_steep_oval
2025,7,justin_haley,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Justin Haley,7,spire_motorsports,Spire Motorsports,chevrolet,Chevrolet,38,30,1.3651415123810389,24.694001356045405,31,conventional_speedway,28,0,0,0.15658347973046874,21.975065305409544,31,short_steep_oval,2.5334413481884144e-4,0.00797459616935446,37,26,short_steep_oval,9,0,14.051516883119634,29,28,short_steep_oval
2025,7,riley_herbst,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Riley Herbst,35,23xi_racing,23XI Racing,toyota,Toyota,38,35,1.9878376408355436,24.931281986510044,32,conventional_speedway,31,0,0,0.14940290061796568,22.560823070936483,32,short_steep_oval,2.0839274872243123e-4,0.00202680176714678,38,35,short_steep_oval,6,0,11.859532504656556,33,31,short_steep_oval
2025,7,erik_jones,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Erik Jones,43,legacy_motor_club,Legacy Motor Club,toyota,Toyota,38,31,1.3807609804860856,24.295160550302768,30,conventional_speedway,38,0,0,0.14666604092909558,22.78817050441856,33,short_steep_oval,5.889098278778207e-4,0.00300340454086241,34,34,short_steep_oval,1,0,13.538685157473529,30,37,short_steep_oval
2025,7,ty_dillon,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Ty Dillon,10,kaulig_racing,Kaulig Racing,chevrolet,Chevrolet,38,28,1.2912093633504895,27.99484668794985,35,conventional_speedway,15,0,0,0.1363687506632382,23.664270137951537,34,short_steep_oval,5.349492205535183e-4,4.890159728503874e-4,35,37,short_steep_oval,22,0,10.248259791704903,34,16,short_steep_oval
2025,7,cole_custer,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Cole Custer,41,haas_factory_team,Haas Factory Team,ford,Ford,38,22,0.8642772351458988,25.97970935314187,34,conventional_speedway,33,0,0,0.1304511040223536,24.18290514886187,35,short_steep_oval,0.03254154171587214,0.00381577745232954,13,32,short_steep_oval,6,0,8.979506458394624,35,32,short_steep_oval
2025,7,cody_ware,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Cody Ware,51,rick_ware_racing,Rick Ware Racing,ford,Ford,38,36,2.7136222587833565,32.80342201503629,38,conventional_speedway,30,0,0,0.08657863396023124,28.399612007856508,36,short_steep_oval,4.081125382704324e-4,3.8553634807206733e-4,36,38,short_steep_oval,7,0,8.937839649963333,36,30,short_steep_oval
2025,7,burt_myers,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Burt Myers,50,team_amerivet,Team AmeriVet,chevrolet,Chevrolet,38,38,4.342212133202826,32.619929504394534,37,conventional_speedway,36,0,0,0.08546651990987478,28.515556536996066,37,short_steep_oval,0.0092946479818115,0.01024337356251372,20,25,short_steep_oval,1,0,3.99836823154721,37,38,short_steep_oval
2025,7,casey_mears,cup_2025_r07,5553,Cook Out 400,martinsville_speedway,Martinsville Speedway,short_track,cluster_6,Casey Mears,66,garage_66,Garage 66,ford,Ford,38,37,4.20267821813108,32.24746809005737,36,conventional_speedway,35,0,0,0.0835321501148993,28.718354981881788,38,short_steep_oval,7.778583334797972e-4,0.00313527255996262,31,33,short_steep_oval,2,0,3.497513461112976,38,35,short_steep_oval
2025,8,william_byron,cup_2025_r08,5558,Goodyear 400,darlington_raceway,Darlington Raceway,intermediate_speedway,cluster_3,William Byron,24,hendrick_motorsports,Hendrick Motorsports,chevrolet,Chevrolet,38,1,0,9.002733681203392,2,conventional_speedway,2,0,1,0.4566661958074272,7.319462425123302,1,conventional_speedway,0.1267047661053784,0.3311359221019976,2,1,conventional_speedway,56,0,36.46491011979937,1,1,conventional_speedway
2025,8,denny_hamlin,cup_2025_r08,5558,Goodyear 400,darlington_raceway,Darlington Raceway,intermediate_speedway,cluster_3,Denny Hamlin,11,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,38,3,0.3218180967092537,11.170764405215646,7,conventional_speedway,1,1,1,0.452417696864699,7.434278423313076,2,conventional_speedway,0.03932450806878471,0.2946308751090418,11,3,conventional_speedway,48,0,34.9393885529111,2,2,conventional_speedway
2025,8,christopher_bell,cup_2025_r08,5558,Goodyear 400,darlington_raceway,Darlington Raceway,intermediate_speedway,cluster_3,Christopher Bell,20,joe_gibbs_racing,Joe Gibbs Racing,toyota,Toyota,38,17,0.8302906895098902,9.55225965923231,3,conventional_speedway,3,0,1,0.4498226398516396,7.5052942777421485,3,conventional_speedway,0.05755638823671541,0.2654149510744768,7,5,conventional_speedway,39,0,31.265214026331822,5,5,conventional_speedway
2025,8,ryan_blaney,cup_2025_r08,5558,Goodyear 400,darlington_raceway,Darlington Raceway,intermediate_speedway,cluster_3,Ryan Blaney,12,team_penske,Team Penske,ford,Ford,38,9,0.6354444600477369,13.25045155437686,9,conventional_speedway,5,0,0,0.40746482371692927,8.765198331756592,4,conventional_speedway,0.0716423552948364,0.3267428197472046,5,2,conventional_speedway,43,0,31.579407194048095,4,3,conventional_speedway
2025,8,tyler_reddick,cup_2025_r08,5558,Goodyear 400,darlington_raceway,Darlington Raceway,intermediate_speedway,cluster_3,Tyler Reddick,45,23xi_racing,23XI Racing,toyota,Toyota,38,7,0.6249122314281607,10.359749724487973,4,conventional_speedway,4,0,0,0.4037308943796966,8.885925549928162,5,conventional_speedway,0.16632533658485205,0.29010786843970937,1,4,conventional_speedway,41,0,31.95508111164416,3,4,conventional_speedway
