season,round,race_name,track_name,track_primary_family,track_cluster_id,driver_id,driver_name,owner_name,manufacturer,target_qualifying_position,predicted_qualifying_rank,predicted_position_score,rolling_train_races,target_finish_position,predicted_finish_position,predicted_finish_rank,finish_route,target_win,target_top3,win_probability,top3_probability,predicted_win_rank,predicted_top3_rank,probability_route,target_points,predicted_points,predicted_points_rank,actual_points_rank,points_route
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,cole_custer,Cole Custer,Haas Factory Team,Ford,23,36,28.093689116811788,253,36,18.476995329592313,29,drafting_superspeedway,0,0,0.00916589018330812,0.01109747521769177,16,34,drafting_superspeedway,1,12.43159382587517,34,37,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,corey_lajoie,Corey LaJoie,Rick Ware Racing,Ford,35,34,26.27135701366756,253,38,19.350385144274732,35,drafting_superspeedway,0,0,0.00643996446921018,0.0469778823565825,22,19,drafting_superspeedway,1,15.641874628125068,30,36,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,daniel_suarez,Daniel Suarez,Trackhouse Racing,Chevrolet,29,27,22.599796249226507,253,33,16.126691324054782,19,drafting_superspeedway,0,0,0.00702362675309579,0.05311764594280335,21,17,drafting_superspeedway,4,20.0246182255959,17,32,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,denny_hamlin,Denny Hamlin,Joe Gibbs Racing,Toyota,37,11,15.089559443362234,253,6,14.57744645913094,14,drafting_superspeedway,0,0,0.00236525469411599,0.03630340218988285,32,22,drafting_superspeedway,31,23.080613521589218,12,8,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,erik_jones,Erik Jones,Legacy Motor Club,Toyota,28,29,23.588248628645538,253,31,16.362987698637756,20,drafting_superspeedway,0,0,0.00756095539021958,0.03641971839444553,18,21,drafting_superspeedway,6,18.826617905737493,22,30,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,jj_yeley,J.J. Yeley,NY Racing Team,Chevrolet,39,39,35.56833474507535,253,37,25.850863485130706,39,drafting_superspeedway,0,0,6.238451902907813e-4,3.030761050236759e-4,39,39,drafting_superspeedway,1,0.4472076322883368,39,38,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,joey_logano,Joey Logano,Team Penske,Ford,4,1,9.67380324884727,253,12,12.695433602839168,6,drafting_superspeedway,0,0,0.07308502908409052,0.2026905314717927,4,4,drafting_superspeedway,34,27.967978934836463,5,7,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,john_hunter_nemechek,John Hunter Nemechek,Legacy Motor Club,Toyota,22,31,25.422022305740754,253,10,18.107549401216257,27,drafting_superspeedway,0,0,0.00294112879795132,0.02106929047029386,29,27,drafting_superspeedway,27,16.48915829955559,27,12,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,josh_berry,Josh Berry,Wood Brothers Racing,Ford,3,26,22.402569100441056,253,25,18.6380963971508,32,drafting_superspeedway,0,0,0.00405991604748176,0.01301122204019231,28,33,drafting_superspeedway,22,14.656943632320164,32,19,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,justin_haley,Justin Haley,Spire Motorsports,Chevrolet,21,35,27.93342577177463,253,24,16.731709074316942,21,drafting_superspeedway,0,0,0.0224969175580415,0.02032105550678882,8,28,drafting_superspeedway,13,18.028277100716274,25,27,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,kyle_busch,Kyle Busch,Richard Childress Racing,Chevrolet,6,18,17.223818017684913,253,7,14.59529012046662,15,drafting_superspeedway,0,0,0.00552431378361161,0.09078484909513836,24,12,drafting_superspeedway,30,22.32425783556122,14,9,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,kyle_larson,Kyle Larson,Hendrick Motorsports,Chevrolet,17,4,13.125474361217996,253,3,14.192684915912544,13,drafting_superspeedway,0,1,0.04781027970864796,0.09584392177621733,6,10,drafting_superspeedway,44,25.843578345752476,8,1,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,michael_mcdowell,Michael McDowell,Spire Motorsports,Chevrolet,24,14,16.58054513678848,253,13,14.67142125374092,16,drafting_superspeedway,0,0,0.01083872608389876,0.0499981893207817,15,18,drafting_superspeedway,24,20.013283344593887,18,16,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,noah_gragson,Noah Gragson,Front Row Motorsports,Ford,10,21,20.6492897153187,253,34,17.431714065406084,25,drafting_superspeedway,0,0,0.00269597808773344,0.02602341186429494,30,24,drafting_superspeedway,4,18.03311249039147,24,33,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,ricky_stenhouse_jr,Ricky Stenhouse Jr.,Hyak Motorsports,Chevrolet,34,30,24.674342085280905,253,5,14.131802257529618,12,drafting_superspeedway,0,0,0.01540646793186234,0.01490474625299588,12,31,drafting_superspeedway,35,19.804401737614775,19,6,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,riley_herbst,Riley Herbst,23XI Racing,Toyota,27,24,21.52677629056005,253,17,18.603659378835577,31,drafting_superspeedway,0,0,0.00108519750561788,0.04210685572629231,36,20,drafting_superspeedway,20,13.27893489576623,33,22,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,ross_chastain,Ross Chastain,Trackhouse Racing,Chevrolet,33,16,16.877377152816084,253,8,15.074594194069444,17,drafting_superspeedway,0,0,0.00739823508576537,0.05313884205236866,20,16,drafting_superspeedway,29,20.659006583638163,15,10,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,ryan_blaney,Ryan Blaney,Team Penske,Ford,1,5,13.578839758418756,253,4,9.986289511633093,2,drafting_superspeedway,0,0,0.20331499526923957,0.3425277907686843,2,2,drafting_superspeedway,36,34.21418505157226,1,5,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,ryan_preece,Ryan Preece,RFK Racing,Ford,11,25,22.07381925392283,253,18,17.931974817691533,26,drafting_superspeedway,0,0,0.00440177290265258,0.01526895578811322,27,30,drafting_superspeedway,19,19.019134038650364,21,23,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,shane_van_gisbergen,Shane van Gisbergen,Trackhouse Racing,Chevrolet,30,23,21.20073659702152,253,23,19.665140726224568,36,drafting_superspeedway,0,0,0.00746704417486848,0.02368797632693164,19,25,drafting_superspeedway,14,9.071323568507722,36,26,drafting_superspeedway
2025,2,Ambetter Health 400,Atlanta Motor Speedway,drafting_superspeedway,cluster_1,todd_gilliland,Todd Gilliland,Front Row Motorsports,Ford,5,7,14.147235965932884,253,15,15.315749573765569,18,drafting_superspeedway,0,0,0.01345283967534373,0.05591027067359886,14,15,drafting_superspeedway,26,20.384101843611724,16,13,drafting_superspeedway
