metric,baseline,adjusted,delta,overlay_rows_applied
finish_position_rmse,10.515493527766791,10.575328065002015,0.059834537235223806,433
points_rmse,11.599339010142344,11.55401815628031,-0.04532085386203377,433
win_log_loss,0.09608153915093992,0.09467131462956205,-0.001410224521377873,433
top3_log_loss,0.22120025764247833,0.2192186682441805,-0.001981589398297845,433
