projection_variant,lineup_rank,driver_slot,driver_id,driver_name,dk_id,salary,dk_projection,dk_value_per_1000,dk_starting_position_used,dk_projected_finish_rank,projected_laps_led,projected_fastest_laps
chatter,14,5,ryan_blaney,Ryan Blaney,43606989,10700,74.82146233126262,6.992660030959123,2,1,57.35911671901066,32.181518114466556
chatter,14,6,shane_van_gisbergen,Shane van Gisbergen,43607008,6800,41.299240453886306,6.073417713806809,18,17,25.228746875213762,17.760119411295246
chatter,15,1,brad_keselowski,Brad Keselowski,43607003,7600,41.0434639766561,5.4004557864021185,21,16,13.403909633819465,12.6499701515583
chatter,15,2,denny_hamlin,Denny Hamlin,43606988,11000,73.38063908438164,6.67096718948924,1,3,64.37601770270513,40.636965908234146
chatter,15,3,john_hunter_nemechek,John Hunter Nemechek,43607019,5400,16.70643216613016,3.093783734468548,27,28,4.622476880636485,5.668473213268978
chatter,15,4,ryan_blaney,Ryan Blaney,43606989,10700,74.82146233126262,6.992660030959123,2,1,57.35911671901066,32.181518114466556
chatter,15,5,shane_van_gisbergen,Shane van Gisbergen,43607008,6800,41.299240453886306,6.073417713806809,18,17,25.228746875213762,17.760119411295246
chatter,15,6,ty_gibbs,Ty Gibbs,43606998,8500,48.06119274605028,5.654257970123563,3,8,24.79386985172255,24.139389518043654
chatter,16,1,alex_bowman,Alex Bowman,43607007,7000,38.62898545243154,5.518426493204506,16,12,2.5275808998663862,6.660200505477655
chatter,16,2,austin_dillon,Austin Dillon,43607012,6300,26.10708246077576,4.14398134298028,23,22,5.474873885422633,8.307475532044666
chatter,16,3,brad_keselowski,Brad Keselowski,43607003,7600,41.0434639766561,5.4004557864021185,21,16,13.403909633819465,12.6499701515583
chatter,16,4,denny_hamlin,Denny Hamlin,43606988,11000,73.38063908438164,6.67096718948924,1,3,64.37601770270513,40.636965908234146
chatter,16,5,ryan_blaney,Ryan Blaney,43606989,10700,74.82146233126262,6.992660030959123,2,1,57.35911671901066,32.181518114466556
chatter,16,6,shane_van_gisbergen,Shane van Gisbergen,43607008,6800,41.299240453886306,6.073417713806809,18,17,25.228746875213762,17.760119411295246
chatter,17,1,alex_bowman,Alex Bowman,43607007,7000,38.62898545243154,5.518426493204506,16,12,2.5275808998663862,6.660200505477655
chatter,17,2,chase_elliott,Chase Elliott,43606993,9700,57.57703829986028,5.935777144315493,8,5,26.029474758604536,20.15482135602033
chatter,17,3,christopher_bell,Christopher Bell,43606991,10200,64.28393860631812,6.30234692218805,7,2,19.101445192653657,27.79683846256598
chatter,17,4,kyle_larson,Kyle Larson,43606990,10500,70.37047469896604,6.701949971330098,4,4,63.02232660670965,32.47754010508582
chatter,17,5,riley_herbst,Riley Herbst,43607015,5800,22.984914366549912,3.962916270094812,26,24,0.8005162409291167,6.188411791816967
chatter,17,6,shane_van_gisbergen,Shane van Gisbergen,43607008,6800,41.299240453886306,6.073417713806809,18,17,25.228746875213762,17.760119411295246
chatter,18,1,aj_allmendinger,A.J. Allmendinger,43607018,5500,17.550150764033514,3.190936502551548,22,25,1.513982477531535,7.048122543668065
chatter,18,2,alex_bowman,Alex Bowman,43607007,7000,38.62898545243154,5.518426493204506,16,12,2.5275808998663862,6.660200505477655
chatter,18,3,chase_briscoe,Chase Briscoe,43606996,8900,49.058810272982804,5.5122258733688545,5,6,19.130063701207913,16.169542994846275
chatter,18,4,denny_hamlin,Denny Hamlin,43606988,11000,73.38063908438164,6.67096718948924,1,3,64.37601770270513,40.636965908234146
chatter,18,5,ryan_blaney,Ryan Blaney,43606989,10700,74.82146233126262,6.992660030959123,2,1,57.35911671901066,32.181518114466556
chatter,18,6,shane_van_gisbergen,Shane van Gisbergen,43607008,6800,41.299240453886306,6.073417713806809,18,17,25.228746875213762,17.760119411295246
chatter,19,1,alex_bowman,Alex Bowman,43607007,7000,38.62898545243154,5.518426493204506,16,12,2.5275808998663862,6.660200505477655
chatter,19,2,denny_hamlin,Denny Hamlin,43606988,11000,73.38063908438164,6.67096718948924,1,3,64.37601770270513,40.636965908234146
chatter,19,3,kyle_larson,Kyle Larson,43606990,10500,70.37047469896604,6.701949971330098,4,4,63.02232660670965,32.47754010508582
chatter,19,4,riley_herbst,Riley Herbst,43607015,5800,22.984914366549912,3.962916270094812,26,24,0.8005162409291167,6.188411791816967
chatter,19,5,shane_van_gisbergen,Shane van Gisbergen,43607008,6800,41.299240453886306,6.073417713806809,18,17,25.228746875213762,17.760119411295246
chatter,19,6,ty_gibbs,Ty Gibbs,43606998,8500,48.06119274605028,5.654257970123563,3,8,24.79386985172255,24.139389518043654
chatter,20,1,aj_allmendinger,A.J. Allmendinger,43607018,5500,17.550150764033514,3.190936502551548,22,25,1.513982477531535,7.048122543668065
chatter,20,2,austin_dillon,Austin Dillon,43607012,6300,26.10708246077576,4.14398134298028,23,22,5.474873885422633,8.307475532044666
chatter,20,3,christopher_bell,Christopher Bell,43606991,10200,64.28393860631812,6.30234692218805,7,2,19.101445192653657,27.79683846256598
chatter,20,4,kyle_larson,Kyle Larson,43606990,10500,70.37047469896604,6.701949971330098,4,4,63.02232660670965,32.47754010508582
chatter,20,5,ryan_blaney,Ryan Blaney,43606989,10700,74.82146233126262,6.992660030959123,2,1,57.35911671901066,32.181518114466556
chatter,20,6,shane_van_gisbergen,Shane van Gisbergen,43607008,6800,41.299240453886306,6.073417713806809,18,17,25.228746875213762,17.760119411295246
