season,round,race_name,game_info,driver_id,driver_name,dk_id,salary,dk_avg_points_per_game
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,shane_van_gisbergen,Shane Van Gisbergen,43667069,7500,31.3
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,erik_jones,Erik Jones,43667070,7300,31.9
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,ross_chastain,Ross Chastain,43667071,7100,23.3
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,alex_bowman,Alex Bowman,43667072,7000,23.5
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,daniel_suarez,Daniel Suarez,43667073,6900,30.9
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,ryan_preece,Ryan Preece,43667074,6700,29.4
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,john_hunter_nemechek,John H. Nemechek,43667075,6600,23.4
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,riley_herbst,Riley Herbst,43667076,6500,23.1
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,josh_berry,Josh Berry,43667077,6300,16.1
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,connor_zilisch,Connor Zilisch,43667078,6200,16.2
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,michael_mcdowell,Michael McDowell,43667079,6100,25.5
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,zane_smith,Zane Smith,43667080,6000,23.1
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,todd_gilliland,Todd Gilliland,43667081,5900,26.6
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,austin_dillon,Austin Dillon,43667082,5800,25.6
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,aj_allmendinger,AJ Allmendinger,43667083,5600,25.9
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,austin_hill,Austin Hill,43667084,5500,8.8
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,noah_gragson,Noah Gragson,43667085,5400,23.2
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,ricky_stenhouse_jr,Ricky Stenhouse Jr,43667086,5300,23.6
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,cole_custer,Cole Custer,43667087,5100,17.2
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,ty_dillon,Ty Dillon,43667088,5000,23.8
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,cody_ware,Cody Ware,43667089,4800,18.1
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,casey_mears,Casey Mears,43667090,4700,17.4
2026,22,Brickyard 400 presented by PPG,Brickyard 400 presented by PPG,daniel_dye,Daniel Dye,43667091,4500,26.9
